ENSID	Gene	Nearest_gene	Fine_mapping	Expression	Protein	fastBAT	HMAGMA	PsyOPS	Chrom_b37	pos_start_b37	pos_end_b37	Chrom_b38	pos_start_b38	pos_end_b38
ENSG00000164080	RAD54L2	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	3	51575160	51702683	chr3	51538719	51668667
ENSG00000224792	IQCF4P	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	3	51851619	51853651	chr3	51817603	51819635
ENSG00000229972	IQCF3	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	3	51851620	51864876	chr3	51826883	51833389
ENSG00000184345	IQCF2	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	3	51895645	51897440	chr3	51861615	51863424
ENSG00000241789	RN7SL504P	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	3	51906221	51906467	chr3	51872178	51872464
ENSG00000235455	IQCF5-AS1	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	3	51907612	51909783	chr3	51873596	51875767
ENSG00000214681	IQCF5	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	3	51907737	51909600	chr3	51873721	51875601
ENSG00000173389	IQCF1	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	3	51928892	51937351	chr3	51894876	51903353
ENSG00000114767	RRP9	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	3	51967446	51975957	chr3	51933429	51941904
ENSG00000090097	PCBP4	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	3	51991470	52002426	chr3	51957454	51974016
ENSG00000114779	ABHD14B	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	3	52002526	52017425	chr3	51968510	51983409
ENSG00000242849	ALDOAP1	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	3	52227186	52228801	chr3	52193170	52194785
ENSG00000023330	ALAS1	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	3	52232102	52248343	chr3	52198086	52214327
ENSG00000239732	TLR9	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	3	52255096	52273183	chr3	52221080	52225645
ENSG00000247596	TWF2	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	3	52262626	52273276	chr3	52228612	52246788
ENSG00000243224	TWF2-DT	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	3	52273274	52275113	chr3	52239256	52241104
ENSG00000164088	PPM1M	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	3	52279841	52284613	chr3	52245759	52250599
ENSG00000164091	WDR82	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	3	52288437	52322036	chr3	52254434	52288020
ENSG00000199150	MIRLET7G	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	3	52302292	52302379	chr3	52268278	52268361
ENSG00000168237	GLYCTK	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	3	52321105	52329272	chr3	52287089	52295257
ENSG00000242797	GLYCTK-AS1	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	3	52322599	52333083	chr3	52288580	52299067
ENSG00000207926	MIR135A1	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	3	52328235	52328324	chr3	52294219	52294308
ENSG00000114841	DNAH1	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	3	52350335	52434507	chr3	52316319	52400492
ENSG00000239557	PPP2R5CP	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	3	52407668	52408898	chr3	52373652	52374882
ENSG00000163930	BAP1	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	3	52435029	52444366	chr3	52401008	52410008
ENSG00000010318	PHF7	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	3	52444673	52457657	chr3	52410660	52423641
ENSG00000010319	SEMA3G	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	3	52467069	52479101	chr3	52433035	52445103
ENSG00000114854	TNNC1	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	3	52485118	52488086	chr3	52451100	52454041
ENSG00000010322	NISCH	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	3	52489134	52527087	chr3	52455118	52493068
ENSG00000010327	STAB1	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	3	52529354	52558511	chr3	52495338	52524495
ENSG00000168268	NT5DC2	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	3	52558386	52569070	chr3	52524385	52535054
ENSG00000168273	SMIM4	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	3	52568029	52613253	chr3	52534013	52579237
ENSG00000163939	PBRM1	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	3	52579368	52719933	chr3	52545352	52685917
ENSG00000252768	RNU6-856P	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	3	52585862	52585959	chr3	52551846	52551943
ENSG00000221518	RNU6ATAC16P	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	3	52594586	52594723	chr3	52560570	52560707
ENSG00000163938	GNL3	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	3	52715172	52728508	chr3	52681156	52694497
ENSG00000252787	SNORD19B	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	3	52722898	52722977	chr3	52688890	52688962
ENSG00000212493	SNORD19	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	3	52723264	52723331	chr3	52689248	52689315
ENSG00000212452	SNORD69	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	3	52726752	52726828	chr3	52692736	52692812
ENSG00000016864	GLT8D1	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	3	52728505	52740048	chr3	52694486	52706032
ENSG00000114902	SPCS1	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	3	52738971	52742182	chr3	52704955	52711148
ENSG00000114904	NEK4	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	3	52744800	52804965	chr3	52708444	52770946
ENSG00000270941	RP5-966M1.5	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	3	52768751	52769029	chr3	52734735	52735013
ENSG00000271137	RP5-966M1.4	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	3	52787542	52788706	chr3	52753526	52754690
ENSG00000055957	ITIH1	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	3	52811603	52826078	chr3	52777595	52792068
ENSG00000162267	ITIH3	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	3	52828784	52843025	chr3	52794768	52808799
ENSG00000055955	ITIH4	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	3	52846991	52865495	chr3	52812962	52830688
ENSG00000243696	RP5-966M1.6	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	3	52847298	52869745	chr3	52813282	52835729
ENSG00000239799	ITIH4-AS1	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	3	52857951	52859330	chr3	52823935	52825314
ENSG00000272573	MUSTN1	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	3	52867130	52869235	chr3	52833114	52835019
ENSG00000248592	STIMATE-MUSTN1	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	3	52867137	52931578	chr3	52833121	52897562
ENSG00000213533	STIMATE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	3	52870235	52931612	chr3	52836219	52897548
ENSG00000163935	SFMBT1	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	3	52937588	53080766	chr3	52903572	53046750
ENSG00000272305	RP11-894J14.5	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	3	53003135	53133469	chr3	52969119	53099453
ENSG00000242142	SERBP1P3	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	3	53098299	53099107	chr3	53064283	53065091
ENSG00000163933	RFT1	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	3	53122499	53164478	chr3	53088483	53130453
ENSG00000163932	PRKCD	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	3	53190025	53226733	chr3	53156009	53192717
ENSG00000163931	TKT	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	3	53258723	53290068	chr3	53224712	53256052
ENSG00000157445	CACNA2D3	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	3	54156574	55108584	chr3	54122547	55074557
ENSG00000187672	ERC2	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	3	55542336	56502391	chr3	55508311	56469095
ENSG00000189283	FHIT	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	3	59735036	61237133	chr3	59747277	61251459
ENSG00000144724	PTPRG	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	3	61547243	62283288	chr3	61561569	62297609
ENSG00000237456	ID2B	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	3	62109878	62110282	chr3	62124204	62124608
ENSG00000163638	ADAMTS9	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	3	64501333	64673676	chr3	64515654	64688000
ENSG00000151276	MAGI1	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	3	65339200	66024509	chr3	65353525	66038918
ENSG00000183662	TAFA1	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	3	68053359	68594776	chr3	68004247	68545621
ENSG00000240405	SAMMSON	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	3	70048728	70064469	chr3	69999550	70518064
ENSG00000242120	MDFIC2	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	3	70246045	70361877	chr3	70194479	70312638
ENSG00000114861	FOXP1	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	3	71003844	71633140	chr3	70954693	71583978
ENSG00000221264	MIR1284	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	3	71591121	71591240	chr3	71541970	71542089
ENSG00000242094	FOXP1-IT1	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	3	71619406	71623608	chr3	71570255	71574457
ENSG00000163412	EIF4E3	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	3	71724567	71803924	chr3	71675414	71754773
ENSG00000170837	GPR27	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	3	71803201	71805647	chr3	71753855	71756496
ENSG00000163421	PROK2	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	3	71820807	71834357	chr3	71771655	71785206
ENSG00000244345	RP11-654C22.2	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	3	72553957	72599703	chr3	72504806	72550552
ENSG00000185008	ROBO2	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	3	75955846	77699115	chr3	75906695	77649964
ENSG00000239226	MRPS17P3	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	3	78574251	78574635	chr3	78525101	78525485
ENSG00000239440	LINC02008	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	3	82035289	82512826	chr3	81986138	82463675
ENSG00000138468	SENP7	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	3	101043049	101232085	chr3	101324205	101513241
ENSG00000241738	ZNF90P1	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	3	101076136	101078086	chr3	101357292	101359242
ENSG00000232830	FAM136CP	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	3	101133072	101133477	chr3	101414228	101414633
ENSG00000273125	LINC01990	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	3	107149777	107182759	chr3	107430892	107463912
ENSG00000114439	BBX	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	3	107241783	107530171	chr3	107522936	107811339
ENSG00000241469	LINC00635	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	3	107559075	107600847	chr3	107840228	107882250
ENSG00000240423	LINC00636	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	3	107602095	107647754	chr3	107834586	107928907
ENSG00000196776	CD47	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	3	107762145	107809872	chr3	108043091	108091862
ENSG00000271856	LINC01215	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	3	107844668	107857457	chr3	108125821	108138610
ENSG00000114446	IFT57	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	3	107879659	107941417	chr3	108160812	108222435
ENSG00000114455	HHLA2	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	3	108015376	108097132	chr3	108296529	108378285
ENSG00000243188	HNRNPA1P17	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	3	108044367	108045661	chr3	108325520	108326814
ENSG00000144821	MYH15	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	3	108099216	108248169	chr3	108380368	108529322
ENSG00000241634	RP11-381E24.1	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	3	108262214	108262722	chr3	108543367	108543875
ENSG00000163507	CIP2A	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	3	108268716	108308491	chr3	108549864	108589644
ENSG00000198919	DZIP3	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	3	108308529	108413693	chr3	108589705	108694840
ENSG00000241777	RP11-148O7.2	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	3	108444287	108444383	chr3	108725440	108725536
ENSG00000163611	SPICE1	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	3	113161565	113234034	chr3	113442718	113515187
ENSG00000072858	SIDT1	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	3	113251143	113348425	chr3	113532555	113629575
ENSG00000239453	SIDT1-AS1	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	3	113307595	113309036	chr3	113588748	113590189
ENSG00000265253	MIR4446	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	3	113313723	113313789	chr3	113594876	113594942
ENSG00000241529	RN7SL767P	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	3	113351551	113351827	chr3	113632704	113632998
ENSG00000181722	ZBTB20	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	TRUE	3	114056941	114866118	chr3	114314500	115147292
ENSG00000239946	ZBTB20-AS3	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	3	114591961	114595361	chr3	114873114	114876514
ENSG00000240002	YBX1P3	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	3	114649388	114650296	chr3	114930541	114931449
ENSG00000242767	ZBTB20-AS4	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	3	114819270	114821908	chr3	115100423	115103061
ENSG00000242880	RP11-190P13.2	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	3	114970043	115004194	chr3	115147605	115564389
ENSG00000244157	EIF4E2P2	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	3	114997972	114998707	chr3	115279125	115279860
ENSG00000185565	LSAMP	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	3	115521235	117716095	chr3	115802363	117139389
ENSG00000243014	PTMAP8	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	3	116745545	116745886	chr3	117026698	117027039
ENSG00000239268	RP11-384F7.2	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	3	117391001	117716439	chr3	117672154	117997592
ENSG00000240393	RP11-768G7.1	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	3	117393189	117393991	chr3	117674342	117675144
ENSG00000241213	LINC02024	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	3	117397540	117409779	chr3	117678693	117691005
ENSG00000242816	RP11-768G7.3	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	3	117509520	117512612	chr3	117719859	117794384
ENSG00000243276	RP11-384F7.1	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	3	117723666	118276515	chr3	118004819	118810836
ENSG00000113971	NPHP3	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	3	132276986	132441303	chr3	132680609	132722432
ENSG00000248724	NPHP3-AS1	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	3	132440594	132593067	chr3	132721750	132874223
ENSG00000249725	RP11-469L4.1	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	3	132733848	132755896	chr3	133015004	133037052
ENSG00000144868	TMEM108	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	3	132757235	133116636	chr3	133038391	133397775
ENSG00000249820	RP11-503I22.2	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	3	133128799	133129687	chr3	133409955	133410843
ENSG00000163714	U2SURP	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	3	142683339	142779567	chr3	142964497	143060725
ENSG00000181804	SLC9A9	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	3	142984064	143567373	chr3	143265222	143848485
ENSG00000181744	DIPK2A	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	3	143690640	143767561	chr3	143971823	144048719
ENSG00000239265	CLRN1-AS1	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	3	150570271	150798513	chr3	150852484	151080726
ENSG00000152601	MBNL1	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	3	151961617	152183569	chr3	152243828	152465780
ENSG00000229619	MBNL1-AS1	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	3	151980405	151987344	chr3	152245262	152269590
ENSG00000169860	P2RY1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	3	152552736	152555841	chr3	152835131	152841439
ENSG00000197415	VEPH1	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	3	156977531	157251408	chr3	157259742	157533619
ENSG00000174899	SLC66A1L	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	3	157261035	157395538	chr3	157543246	157677749
ENSG00000251751	RN7SKP46	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	3	157648281	157648514	chr3	157930492	157930725
ENSG00000239716	RP11-290K4.1	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	3	157694350	157695925	chr3	157976561	157978136
ENSG00000242536	RP11-290K4.2	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	3	157734005	157806786	chr3	157814822	158088997
ENSG00000168779	SHOX2	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	3	157814948	157824292	chr3	158095905	158106420
ENSG00000174891	RSRC1	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	3	157823644	158263519	chr3	158105855	158545730
ENSG00000241723	RP11-113A11.1	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	3	157993598	157994210	chr3	158275809	158276421
ENSG00000243314	RP11-538P18.1	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	3	158214350	158214723	chr3	158496561	158496934
ENSG00000243150	MLF1-DT	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	3	158263009	158288855	chr3	158545189	158571066
ENSG00000178053	MLF1	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	3	158288952	158325041	chr3	158571163	158607252
ENSG00000243025	MTAPP1	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	3	158327399	158328646	chr3	158609610	158610857
ENSG00000243165	RP11-79M21.3	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	3	158344445	158344638	chr3	158626656	158626849
ENSG00000079257	LXN	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	3	158363611	158390482	chr3	158645822	158672648
ENSG00000244128	LINC01322	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	3	164924748	165373211	chr3	165206929	165846519
ENSG00000114200	BCHE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	3	165490692	165555260	chr3	165772904	165837462
ENSG00000169064	ZBBX	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	3	166958075	167099134	chr3	167239843	167407874
ENSG00000241669	LINC01327	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	3	167110584	167126307	chr3	167392796	167408519
ENSG00000114204	SERPINI2	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	3	167159577	167196792	chr3	167441914	167478972
ENSG00000163536	SERPINI1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	3	167453031	167543356	chr3	167735243	167825569
ENSG00000237473	RP11-324C10.1	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	3	172871527	173054755	chr3	173153737	173336965
ENSG00000169760	NLGN1	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	3	173114074	174004434	chr3	173396284	174294372
ENSG00000177694	NAALADL2	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	3	174156363	175523428	chr3	174438573	175810548
ENSG00000177565	TBL1XR1	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	3	176737143	176915261	chr3	177019340	177228000
ENSG00000228221	LINC00578	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	3	177159709	177470093	chr3	177441910	177767379
ENSG00000197584	KCNMB2	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	3	177990720	178562217	chr3	178272932	178844429
ENSG00000271131	PPIAP75	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	3	178211115	178211598	chr3	178493327	178493810
ENSG00000237978	KCNMB2-AS1	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	3	178244293	178578193	chr3	178526505	178937352
ENSG00000242068	RP11-259P15.4	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	3	180490538	180491702	chr3	180772750	180773914
ENSG00000242808	SOX2-OT	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	3	180707558	181554668	chr3	180989762	181836880
ENSG00000235294	RPL7AP25	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	3	181222863	181223667	chr3	181505075	181505879
ENSG00000113790	EHHADH	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	3	184908412	184999778	chr3	185190624	185281990
ENSG00000244405	ETV5	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	3	185764097	185828107	chr3	186046314	186110318
ENSG00000234197	ETV5-AS1	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	3	185796959	185798736	chr3	186079170	186080947
ENSG00000214147	RP11-332P22.2	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	3	190548754	190549962	chr3	190830965	190832173
ENSG00000188729	OSTN	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	3	190917030	190983404	chr3	191199241	191265615
ENSG00000114279	FGF12	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	3	191857184	192485553	chr3	192139390	192767764
ENSG00000180611	MB21D2	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	3	192514604	192635950	chr3	192796815	192917856
ENSG00000187527	ATP13A5	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	3	192992579	193096632	chr3	193274789	193378820
ENSG00000127249	ATP13A4	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	3	193119866	193310900	chr3	193398967	193593111
ENSG00000225473	ATP13A4-AS1	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	3	193271002	193272877	chr3	193553213	193555088
ENSG00000236297	EEF1A1P23	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	3	193296601	193310879	chr3	193578812	193593090
ENSG00000198836	OPA1	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	3	193310933	193415612	chr3	193593144	193697811
ENSG00000224855	OPA1-AS1	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	3	193336398	193345126	chr3	193618609	193627337
ENSG00000243991	RN7SL447P	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	3	193458262	193458510	chr3	193740471	193740715
ENSG00000232874	LINC02924	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	3	193848405	193848990	chr3	194130616	194131201
ENSG00000114315	HES1	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	3	193853934	193856521	chr3	194136148	194138732
ENSG00000214145	LINC00887	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	3	194014254	194030592	chr3	194296191	194322871
ENSG00000283563		FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE				chr3	28349178	29767537
ENSG00000240747	KRBOX1	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE				chr3	42936386	42942792
ENSG00000251811	Y_RNA	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE				chr3	43472477	43472596
ENSG00000280435		FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE				chr3	44115818	44117487
ENSG00000283036	LINC01988	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE				chr3	44424134	44429529
ENSG00000277509		FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE				chr3	44528955	44529391
ENSG00000285416		FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE				chr3	48997221	48999442
ENSG00000199546	Y_RNA	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE				chr3	49270132	49270239
ENSG00000283189		FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE				chr3	49416777	49429314
ENSG00000281691	RBM5-AS1	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE				chr3	50099603	50100988
ENSG00000281358	RASSF1-AS1	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE				chr3	50337511	50338300
ENSG00000280382		FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE				chr3	50599879	50601148
ENSG00000285749		FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE				chr3	51798803	51830856
ENSG00000287707		FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE				chr3	51927071	51932483
ENSG00000286419		FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE				chr3	52183722	52186834
ENSG00000280003		FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE				chr3	52217016	52219012
ENSG00000173366		FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE				chr3	52221081	52231190
ENSG00000238862	SNORD19B	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE				chr3	52690744	52690827
ENSG00000222345	SNORD19C	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE				chr3	52691378	52691453
ENSG00000275956		FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE				chr3	52732547	52733867
ENSG00000279144		FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE				chr3	52848085	52848553
