p1	p2	rg	se	z	p	h2_obs	h2_obs_se	h2_int	h2_int_se	gcov_int	gcov_int_se	id	trait	subcategory	note	category	consortium	priority	author	year	unit	mr	sample_size	nsnp	population	sex	pmid	ontology	build	group_name	ncase	ncontrol	sd	doi
results/ldsc/munged/pgc_mdd_noUKBB_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ukb-a-6.hm3.sumstats.gz	-0.0955	0.0226	-4.2257	2.3822e-5	0.0938	0.004	1.0503	0.0101	0.0094	0.0097	ukb-a-6	Time spent using computer	NA	NA	NA	Neale Lab	1	Neale	2017	SD	1	261987	10894596	European	Males and Females	NA	NA	HG19/GRCh37	public	NA	NA	NA	NA
results/ldsc/munged/pgc_mdd_noUKBB_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ukb-b-9487.hm3.sumstats.gz	-0.3235	0.0324	-9.9886	1.7093e-23	0.1062	0.0099	0.9961	0.0102	0.0118	0.0077	ukb-b-9487	Age started hormone-replacement therapy (HRT)	NA	3536: Output from GWAS pipeline using Phesant derived variables from UKBiobank	Continuous	MRC-IEU	1	Ben Elsworth	2018	SD	1	87834	9851867	European	Males and Females	NA	NA	HG19/GRCh37	public	NA	NA	NA	NA
results/ldsc/munged/pgc_mdd_noUKBB_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ebi-a-GCST006951.hm3.sumstats.gz	0.4678	0.0183	25.5806	2.5085999999999998e-144	0.0611	0.003	1.0064	0.0111	0.015	0.0091	ebi-a-GCST006951	Feeling hurt	NA	NA	NA	NA	0	Nagel M	2018	NA	1	372047	10824675	European	NA	29500382	NA	HG19/GRCh37	public	NA	NA	NA	NA
results/ldsc/munged/pgc_mdd_noUKBB_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ukb-b-4094.hm3.sumstats.gz	0.1084	0.0217	5.0012	5.6987e-7	0.0514	0.0024	1.0391	0.0111	-0.0128	0.0088	ukb-b-4094	Length of mobile phone use	NA	1110: Output from GWAS pipeline using Phesant derived variables from UKBiobank	Categorical Ordered	MRC-IEU	1	Ben Elsworth	2018	SD	1	456972	9851867	European	Males and Females	NA	NA	HG19/GRCh37	public	NA	NA	NA	NA
results/ldsc/munged/pgc_mdd_noUKBB_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ukb-b-12909.hm3.sumstats.gz	0.0138	0.0482	0.2873	0.7739	0.0054	0.0013	1.0998000000000001	0.0086	-0.0106	0.0074	ukb-b-12909	Mother still alive	NA	1835: Output from GWAS pipeline using Phesant derived variables from UKBiobank	Binary	MRC-IEU	1	Ben Elsworth	2018	SD	1	454999	9851867	European	Males and Females	NA	NA	HG19/GRCh37	public	180472	274527	NA	NA
results/ldsc/munged/pgc_mdd_noUKBB_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ukb-b-3957.hm3.sumstats.gz	0.4162	0.0171	24.3492	5.917199999999999e-131	0.0629	0.0024	1.0214	0.0104	-9e-4	0.0094	ukb-b-3957	Sleeplessness / insomnia	NA	1200: Output from GWAS pipeline using Phesant derived variables from UKBiobank	Categorical Ordered	MRC-IEU	1	Ben Elsworth	2018	SD	1	462341	9851867	European	Males and Females	NA	NA	HG19/GRCh37	public	NA	NA	NA	NA
results/ldsc/munged/pgc_mdd_noUKBB_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ukb-a-12.hm3.sumstats.gz	-0.2052	0.0196	-10.4747	1.129e-25	0.08	0.0035	1.0206	0.0115	-0.0075	0.009	ukb-a-12	Nap during day	NA	NA	NA	Neale Lab	1	Neale	2017	SD	1	337074	10894596	European	Males and Females	NA	NA	HG19/GRCh37	public	NA	NA	NA	NA
results/ldsc/munged/pgc_mdd_noUKBB_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ukb-a-13.hm3.sumstats.gz	-0.4142	0.0193	-21.4497	4.5954999999999996e-102	0.0633	0.0027	1.0113	0.0093	-5.9531e-5	0.0092	ukb-a-13	Sleeplessness / insomnia	NA	NA	NA	Neale Lab	1	Neale	2017	SD	1	336965	10894596	European	Males and Females	NA	NA	HG19/GRCh37	public	NA	NA	NA	NA
results/ldsc/munged/pgc_mdd_noUKBB_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ukb-b-12493.hm3.sumstats.gz	0.3106	0.0207	15.0054	6.7634e-51	0.051	0.0025	1.0406	0.0126	0.0012	0.0089	ukb-b-12493	Diagnoses - secondary ICD10: I10 Essential (primary) hypertension	NA	41204#I10: Output from GWAS pipeline using Phesant derived variables from UKBiobank	Binary	MRC-IEU	1	Ben Elsworth	2018	SD	1	463010	9851867	European	Males and Females	NA	NA	HG19/GRCh37	public	54358	408652	NA	NA
results/ldsc/munged/pgc_mdd_noUKBB_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ukb-b-5776.hm3.sumstats.gz	0.1568	0.0213	7.3642	1.7828e-13	0.0461	0.0024	1.0245	0.0104	0.0167	0.0086	ukb-b-5776	Daytime dozing / sleeping (narcolepsy)	NA	1220: Output from GWAS pipeline using Phesant derived variables from UKBiobank	Categorical Ordered	MRC-IEU	1	Ben Elsworth	2018	SD	1	460913	9851867	European	Males and Females	NA	NA	HG19/GRCh37	public	NA	NA	NA	NA
results/ldsc/munged/pgc_mdd_noUKBB_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ukb-b-16489.hm3.sumstats.gz	-0.1076	0.0169	-6.3765	1.812e-10	0.1512	0.0051	1.1195	0.0176	-0.0175	0.0115	ukb-b-16489	Qualifications: College or University degree	NA	6138#1: Output from GWAS pipeline using Phesant derived variables from UKBiobank	Binary	MRC-IEU	1	Ben Elsworth	2018	SD	1	458079	9851867	European	Males and Females	NA	NA	HG19/GRCh37	public	148722	309357	NA	NA
results/ldsc/munged/pgc_mdd_noUKBB_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ukb-b-2209.hm3.sumstats.gz	-0.0382	0.0209	-1.829	0.0674	0.0629	0.0032	1.0308	0.0135	0.0051	0.0086	ukb-b-2209	Oily fish intake	NA	1329: Output from GWAS pipeline using Phesant derived variables from UKBiobank	Categorical Ordered	MRC-IEU	1	Ben Elsworth	2018	SD	1	460443	9851867	European	Males and Females	NA	NA	HG19/GRCh37	public	NA	NA	NA	NA
results/ldsc/munged/pgc_mdd_noUKBB_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ebi-a-GCST006368.hm3.sumstats.gz	0.1287	0.0158	8.1234	4.5326e-16	0.1642	0.007	0.8039	0.0135	0.0123	0.0087	ebi-a-GCST006368	Body mass index	NA	NA	NA	NA	0	Hoffmann TJ	2018	NA	1	315347	27854527	European	NA	30108127	NA	HG19/GRCh37	public	NA	NA	NA	NA
results/ldsc/munged/pgc_mdd_noUKBB_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ukb-b-969.hm3.sumstats.gz	0.0257	0.0204	1.2587	0.2081	0.0635	0.0029	1.0485	0.0112	0.0018	0.0092	ukb-b-969	Time spend outdoors in summer	NA	1050: Output from GWAS pipeline using Phesant derived variables from UKBiobank	Categorical Ordered	MRC-IEU	1	Ben Elsworth	2018	SD	1	419314	9851867	European	Males and Females	NA	NA	HG19/GRCh37	public	NA	NA	NA	NA
results/ldsc/munged/pgc_mdd_noUKBB_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ukb-b-8764.hm3.sumstats.gz	-0.3153	0.0208	-15.1805	4.7610999999999996e-52	0.043	0.002	1.0323	0.0106	-0.0061	0.0087	ukb-b-8764	Types of physical activity in last 4 weeks: Other exercises (eg: swimming, cycling, keep fit, bowling)	NA	6164#2: Output from GWAS pipeline using Phesant derived variables from UKBiobank	Binary	MRC-IEU	1	Ben Elsworth	2018	SD	1	460376	9851867	European	Males and Females	NA	NA	HG19/GRCh37	public	222470	237906	NA	NA
results/ldsc/munged/pgc_mdd_noUKBB_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ukb-d-30270_irnt.hm3.sumstats.gz	0.0203	0.0135	1.51	0.1311	0.172	0.0164	1.2263	0.0683	-0.0104	0.0077	ukb-d-30270_irnt	Mean sphered cell volume	NA	NA	Continuous	NA	0	Neale lab	2018	NA	1	344729	13586218	European	Males and Females	NA	NA	HG19/GRCh37	public	NA	NA	NA	NA
results/ldsc/munged/pgc_mdd_noUKBB_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ukb-d-30030_irnt.hm3.sumstats.gz	0.0053	0.0177	0.3013	0.7632	0.1308	0.0119	1.2172	0.0496	-0.0098	0.0107	ukb-d-30030_irnt	Haematocrit percentage	NA	NA	Continuous	NA	0	Neale lab	2018	NA	1	350475	13586289	European	Males and Females	NA	NA	HG19/GRCh37	public	NA	NA	NA	NA
results/ldsc/munged/pgc_mdd_noUKBB_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ebi-a-GCST006867.hm3.sumstats.gz	0.2155	0.0209	10.2883	7.957900000000001e-25	0.4794	0.0309	1.0562	0.0192	0.0136	0.011	ebi-a-GCST006867	Type 2 diabetes	NA	NA	NA	NA	0	Xue A	2018	logOR	1	655666	5030727	European	NA	30054458	NA	HG19/GRCh37	public	61714	1178	NA	NA
results/ldsc/munged/pgc_mdd_noUKBB_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ebi-a-GCST004615.hm3.sumstats.gz	-0.0177	0.0191	-0.9284	0.3532	0.1285	0.0125	1.0138	0.0278	-0.0102	0.0076	ebi-a-GCST004615	Hemoglobin concentration	NA	NA	NA	NA	0	Astle WJ	2016	NA	1	172925	29167037	European	NA	27863252	NA	HG19/GRCh37	public	NA	NA	NA	NA
results/ldsc/munged/pgc_mdd_noUKBB_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ukb-b-2091.hm3.sumstats.gz	0.2988	0.0294	10.1535	3.196e-24	0.0592	0.0047	1.0349	0.0086	-0.0037	0.0082	ukb-b-2091	Noisy workplace	NA	4825: Output from GWAS pipeline using Phesant derived variables from UKBiobank	Categorical Ordered	MRC-IEU	1	Ben Elsworth	2018	SD	1	151624	9851867	European	Males and Females	NA	NA	HG19/GRCh37	public	NA	NA	NA	NA
results/ldsc/munged/pgc_mdd_noUKBB_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ebi-a-GCST004604.hm3.sumstats.gz	-0.026	0.0186	-1.4006	0.1613	0.1305	0.0135	1.0116	0.028	-0.0056	0.008	ebi-a-GCST004604	Hematocrit	NA	NA	NA	NA	0	Astle WJ	2016	NA	1	173039	29167906	European	NA	27863252	NA	HG19/GRCh37	public	NA	NA	NA	NA
results/ldsc/munged/pgc_mdd_noUKBB_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ukb-a-386.hm3.sumstats.gz	-0.3067	0.0339	-9.0447	1.5011e-19	0.063	0.0061	1.0256	0.0082	-4.2035e-5	0.0082	ukb-a-386	Noisy workplace	NA	NA	NA	Neale Lab	1	Neale	2017	SD	1	110439	10894596	European	Males and Females	NA	NA	HG19/GRCh37	public	NA	NA	NA	NA
results/ldsc/munged/pgc_mdd_noUKBB_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ukb-b-223.hm3.sumstats.gz	0.3443	0.0202	17.0171	6.135099999999999e-65	0.0525	0.0025	1.0413	0.0115	0.0032	0.0091	ukb-b-223	Current tobacco smoking	NA	1239: Output from GWAS pipeline using Phesant derived variables from UKBiobank	Categorical Ordered	MRC-IEU	1	Ben Elsworth	2018	SD	1	462434	9851867	European	Males and Females	NA	NA	HG19/GRCh37	public	NA	NA	NA	NA
results/ldsc/munged/pgc_mdd_noUKBB_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ukb-a-16.hm3.sumstats.gz	-0.3273	0.0231	-14.1793	1.2308999999999999e-45	0.0543	0.0029	1.0139	0.0105	-0.0072	0.0085	ukb-a-16	Current tobacco smoking	NA	NA	NA	Neale Lab	1	Neale	2017	SD	1	337030	10894596	European	Males and Females	NA	NA	HG19/GRCh37	public	NA	NA	NA	NA
results/ldsc/munged/pgc_mdd_noUKBB_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ebi-a-GCST006697.hm3.sumstats.gz	0.1973	0.0269	7.323	2.4241e-13	0.0321	0.0023	1.09	0.0119	0.0171	0.0078	ebi-a-GCST006697	Parental longevity (combined parental attained age, Martingale residuals)	NA	NA	NA	NA	0	Pilling LC	2017	NA	1	389166	11490055	European	NA	29227965	NA	HG19/GRCh37	public	NA	NA	NA	NA
results/ldsc/munged/pgc_mdd_noUKBB_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ukb-b-11085.hm3.sumstats.gz	-0.456	0.0185	-24.636	5.1956e-134	0.0533	0.0022	1.0416	0.0097	1e-4	0.0089	ukb-b-11085	Medication for pain relief, constipation, heartburn: None of the above	NA	6154#100: Output from GWAS pipeline using Phesant derived variables from UKBiobank	Binary	MRC-IEU	1	Ben Elsworth	2018	SD	1	457547	9851867	European	Males and Females	NA	NA	HG19/GRCh37	public	252893	204654	NA	NA
results/ldsc/munged/pgc_mdd_noUKBB_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ebi-a-GCST004076.hm3.sumstats.gz	0.0334	0.03	1.1144	0.2651	0.3176	0.0779	1.0066	0.0162	0.0013	0.0075	ebi-a-GCST004076	Optic disc area	NA	NA	NA	NA	0	Springelkamp H	2017	NA	1	22504	11962854	European	NA	28073927	NA	HG19/GRCh37	public	NA	NA	NA	NA
results/ldsc/munged/pgc_mdd_noUKBB_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ukb-b-7500.hm3.sumstats.gz	0.0143	0.0186	0.7672	0.443	0.299	0.0169	1.0788	0.018	0.001	0.0085	ukb-b-7500	Spherical power (left)	NA	5085: Output from GWAS pipeline using Phesant derived variables from UKBiobank	Continuous	MRC-IEU	1	Ben Elsworth	2018	SD	1	99071	9851867	European	Males and Females	NA	NA	HG19/GRCh37	public	NA	NA	NA	NA
results/ldsc/munged/pgc_mdd_noUKBB_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ukb-a-272.hm3.sumstats.gz	0.0783	0.017	4.5997	4.2315e-6	0.2356	0.0094	1.069	0.0248	0.0012	0.0105	ukb-a-272	Impedance of arm (right)	NA	NA	NA	Neale Lab	1	Neale	2017	SD	1	331279	10894596	European	Males and Females	NA	NA	HG19/GRCh37	public	NA	NA	NA	NA
results/ldsc/munged/pgc_mdd_noUKBB_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ukb-a-269.hm3.sumstats.gz	0.074	0.0159	4.6446	3.4067e-6	0.2593	0.0108	1.0676	0.0252	0.006	0.0098	ukb-a-269	Impedance of whole body	NA	NA	NA	Neale Lab	1	Neale	2017	SD	1	331284	10894596	European	Males and Females	NA	NA	HG19/GRCh37	public	NA	NA	NA	NA
results/ldsc/munged/pgc_mdd_noUKBB_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ukb-b-13823.hm3.sumstats.gz	0.047	0.0199	2.3692	0.0178	0.0802	0.0031	1.0376	0.0124	0.0104	0.0094	ukb-b-13823	Time to complete round	NA	400: Output from GWAS pipeline using Phesant derived variables from UKBiobank	Continuous	MRC-IEU	1	Ben Elsworth	2018	SD	1	454157	9851867	European	Males and Females	NA	NA	HG19/GRCh37	public	NA	NA	NA	NA
results/ldsc/munged/pgc_mdd_noUKBB_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ukb-b-14068.hm3.sumstats.gz	-0.0489	0.015	-3.2682	0.0011	0.2593	0.0106	1.116	0.0335	-0.0057	0.0107	ukb-b-14068	Impedance of leg (left)	NA	23108: Output from GWAS pipeline using Phesant derived variables from UKBiobank	Continuous	MRC-IEU	1	Ben Elsworth	2018	SD	1	454857	9851867	European	Males and Females	NA	NA	HG19/GRCh37	public	NA	NA	NA	NA
results/ldsc/munged/pgc_mdd_noUKBB_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ukb-b-7376.hm3.sumstats.gz	-0.0448	0.0153	-2.9354	0.0033	0.2589	0.0106	1.123	0.0339	-0.0086	0.0111	ukb-b-7376	Impedance of leg (right)	NA	23107: Output from GWAS pipeline using Phesant derived variables from UKBiobank	Continuous	MRC-IEU	1	Ben Elsworth	2018	SD	1	454863	9851867	European	Males and Females	NA	NA	HG19/GRCh37	public	NA	NA	NA	NA
results/ldsc/munged/pgc_mdd_noUKBB_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ukb-b-4080.hm3.sumstats.gz	0.0568	0.0138	4.1288	3.646e-5	0.3168	0.0174	1.1191	0.0315	0.0107	0.0095	ukb-b-4080	Ankle spacing width	NA	3143: Output from GWAS pipeline using Phesant derived variables from UKBiobank	Continuous	MRC-IEU	1	Ben Elsworth	2018	SD	1	265753	9851867	European	Males and Females	NA	NA	HG19/GRCh37	public	NA	NA	NA	NA
results/ldsc/munged/pgc_mdd_noUKBB_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ukb-d-30140_irnt.hm3.sumstats.gz	0.146	0.0154	9.4589	3.1131999999999996e-21	0.1477	0.0117	1.1433	0.0356	-9e-4	0.0086	ukb-d-30140_irnt	Neutrophill count	NA	NA	Continuous	NA	0	Neale lab	2018	NA	1	349856	13586292	European	Males and Females	NA	NA	HG19/GRCh37	public	NA	NA	NA	NA
results/ldsc/munged/pgc_mdd_noUKBB_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ukb-b-4549.hm3.sumstats.gz	-0.1772	0.0211	-8.4079	4.174e-17	0.0576	0.0025	1.0338	0.0107	-6e-4	0.0086	ukb-b-4549	Drive faster than motorway speed limit	NA	1100: Output from GWAS pipeline using Phesant derived variables from UKBiobank	Categorical Ordered	MRC-IEU	1	Ben Elsworth	2018	SD	1	418299	9851867	European	Males and Females	NA	NA	HG19/GRCh37	public	NA	NA	NA	NA
results/ldsc/munged/pgc_mdd_noUKBB_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ukb-a-257.hm3.sumstats.gz	-0.2781	0.0243	-11.4413	2.5990999999999998e-30	0.042	0.0027	1.0115	0.0098	-0.0018	0.0086	ukb-a-257	Hearing difficulty/problems: Yes	NA	NA	NA	Neale Lab	1	Neale	2017	SD	1	323978	10894596	European	Males and Females	NA	NA	HG19/GRCh37	public	84839	239139	NA	NA
results/ldsc/munged/pgc_mdd_noUKBB_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ukb-a-284.hm3.sumstats.gz	-0.0579	0.016	-3.6274	3e-4	0.2656	0.0119	1.0844	0.0301	-0.0069	0.0099	ukb-a-284	Arm fat-free mass (right)	NA	NA	NA	Neale Lab	1	Neale	2017	SD	1	331221	10894596	European	Males and Females	NA	NA	HG19/GRCh37	public	NA	NA	NA	NA
results/ldsc/munged/pgc_mdd_noUKBB_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ieu-b-72.hm3.sumstats.gz	0.0667	0.0237	2.8151	0.0049	0.0504	0.0026	1.0229	0.01	-0.0034	0.0076	ieu-b-72	Urinary sodium-potassium ratio	Biomarker	NA	Continuous	NA	0	Zanetti	2020	NA	1	326938	19420026	European	Males and Females	32008434	NA	HG19/GRCh37	public	NA	NA	NA	NA
results/ldsc/munged/pgc_mdd_noUKBB_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ieu-a-89.hm3.sumstats.gz	-0.053900000000000003	0.016	-3.3579	8e-4	0.3411	0.0185	1.2292	0.0341	-0.0016	0.0106	ieu-a-89	Height	Anthropometric	NA	Risk factor	GIANT	1	Wood AR	2014	SD (m)	1	253288	2550859	European	Males and Females	25282103	NA	HG19/GRCh37	public	NA	NA	0.0699	NA
results/ldsc/munged/pgc_mdd_noUKBB_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ukb-a-292.hm3.sumstats.gz	-0.0238	0.0153	-1.5533	0.1203	0.2865	0.014	1.1174	0.0359	-0.0095	0.01	ukb-a-292	Trunk fat-free mass	NA	NA	NA	Neale Lab	1	Neale	2017	SD	1	331030	10894596	European	Males and Females	NA	NA	HG19/GRCh37	public	NA	NA	NA	NA
results/ldsc/munged/pgc_mdd_noUKBB_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ukb-a-293.hm3.sumstats.gz	-0.0238	0.0154	-1.5472	0.1218	0.2851	0.014	1.1163	0.0356	-0.0092	0.01	ukb-a-293	Trunk predicted mass	NA	NA	NA	Neale Lab	1	Neale	2017	SD	1	330995	10894596	European	Males and Females	NA	NA	HG19/GRCh37	public	NA	NA	NA	NA
results/ldsc/munged/pgc_mdd_noUKBB_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ukb-a-266.hm3.sumstats.gz	-0.0436	0.0156	-2.7947	0.0052	0.2895	0.0134	1.1066	0.0338	-0.0099	0.0101	ukb-a-266	Whole body fat-free mass	NA	NA	NA	Neale Lab	1	Neale	2017	SD	1	331291	10894596	European	Males and Females	NA	NA	HG19/GRCh37	public	NA	NA	NA	NA
results/ldsc/munged/pgc_mdd_noUKBB_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ebi-a-GCST004904.hm3.sumstats.gz	0.0407	0.0199	2.0495	0.0404	0.1389	0.0099	1.1757	0.0226	0.0105	0.0091	ebi-a-GCST004904	Body mass index	NA	NA	NA	NA	0	Akiyama M	2017	NA	1	158284	5952516	East Asian	NA	28892062	NA	HG19/GRCh37	public	NA	NA	NA	NA
results/ldsc/munged/pgc_mdd_noUKBB_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ieu-b-4760.hm3.sumstats.gz	0.0953	0.0224	4.2455	2.1814e-5	0.0361	0.002	1.0146	0.0093	-0.0054	0.0076	ieu-b-4760	Number of children	NA	NA	Categorical Ordered	MRC-IEU	0	Clare Horscroft	2021	NA	1	460654	9631490	European	Males and Females	NA	NA	HG19/GRCh37	public	NA	NA	NA	NA
results/ldsc/munged/pgc_mdd_noUKBB_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ukb-b-3169.hm3.sumstats.gz	-0.329	0.0254	-12.9362	2.8112e-38	0.0297	0.0017	1.0973	0.0091	-0.0187	0.0083	ukb-b-3169	Number of vehicles in household	NA	728: Output from GWAS pipeline using Phesant derived variables from UKBiobank	Categorical Ordered	MRC-IEU	1	Ben Elsworth	2018	SD	1	459696	9851867	European	Males and Females	NA	NA	HG19/GRCh37	public	NA	NA	NA	NA
results/ldsc/munged/pgc_mdd_noUKBB_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ukb-b-10011.hm3.sumstats.gz	0.4167	0.0238	17.5452	6.472400000000001e-69	0.0327	0.0018	1.1364	0.0099	0.0109	0.0091	ukb-b-10011	Townsend deprivation index at recruitment	NA	189: Output from GWAS pipeline using Phesant derived variables from UKBiobank	Continuous	MRC-IEU	1	Ben Elsworth	2018	SD	1	462464	9851867	European	Males and Females	NA	NA	HG19/GRCh37	public	NA	NA	NA	NA
results/ldsc/munged/pgc_mdd_noUKBB_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ukb-a-294.hm3.sumstats.gz	-0.4075	0.0235	-17.3171	3.4941e-67	0.0595	0.0035	1.0301	0.0117	-0.013	0.0091	ukb-a-294	Wheeze or whistling in the chest in last year	NA	NA	NA	Neale Lab	1	Neale	2017	SD	1	331257	10894596	European	Males and Females	NA	NA	HG19/GRCh37	public	68531	262726	NA	NA
results/ldsc/munged/pgc_mdd_noUKBB_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ukb-b-7337.hm3.sumstats.gz	-0.215	0.0233	-9.2253	2.8287e-20	0.0358	0.0019	1.0618	0.0086	-0.0147	0.0092	ukb-b-7337	Types of physical activity in last 4 weeks: Walking for pleasure (not as a means of transport)	NA	6164#1: Output from GWAS pipeline using Phesant derived variables from UKBiobank	Binary	MRC-IEU	1	Ben Elsworth	2018	SD	1	460376	9851867	European	Males and Females	NA	NA	HG19/GRCh37	public	329755	130621	NA	NA
results/ldsc/munged/pgc_mdd_noUKBB_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ukb-b-3855.hm3.sumstats.gz	-0.5198	0.0262	-19.8391	1.3687999999999998e-87	0.0312	0.0019	1.0258	0.0099	-0.013	0.0089	ukb-b-3855	Attendance/disability/mobility allowance: None of the above	NA	6146#100: Output from GWAS pipeline using Phesant derived variables from UKBiobank	Binary	MRC-IEU	1	Ben Elsworth	2018	SD	1	459354	9851867	European	Males and Females	NA	NA	HG19/GRCh37	public	432343	27011	NA	NA
results/ldsc/munged/pgc_mdd_noUKBB_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ukb-b-20214.hm3.sumstats.gz	0.537	0.0248	21.6417	7.280899999999999e-104	0.0263	0.0016	1.0256	0.009	0.0129	0.0087	ukb-b-20214	Attendance/disability/mobility allowance: Disability living allowance	NA	6146#2: Output from GWAS pipeline using Phesant derived variables from UKBiobank	Binary	MRC-IEU	1	Ben Elsworth	2018	SD	1	459354	9851867	European	Males and Females	NA	NA	HG19/GRCh37	public	20426	438928	NA	NA
results/ldsc/munged/pgc_mdd_noUKBB_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ukb-a-252.hm3.sumstats.gz	-0.543	0.0204	-26.6296	3.0855999999999994e-156	0.0497	0.0024	1.0249	0.0095	-0.0192	0.0086	ukb-a-252	Long-standing illness  disability or infirmity	NA	NA	NA	Neale Lab	1	Neale	2017	SD	1	329663	10894596	European	Males and Females	NA	NA	HG19/GRCh37	public	107123	222540	NA	NA
results/ldsc/munged/pgc_mdd_noUKBB_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ukb-b-17729.hm3.sumstats.gz	0.1476	0.0189	7.8223	5.1855e-15	0.087	0.0033	1.0857	0.0136	0.0166	0.0089	ukb-b-17729	Qualifications: None of the above	NA	6138#100: Output from GWAS pipeline using Phesant derived variables from UKBiobank	Binary	MRC-IEU	1	Ben Elsworth	2018	SD	1	458079	9851867	European	Males and Females	NA	NA	HG19/GRCh37	public	79538	378541	NA	NA
results/ldsc/munged/pgc_mdd_noUKBB_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ukb-b-18099.hm3.sumstats.gz	-0.1797	0.0214	-8.3868	4.9952e-17	0.0408	0.002	1.0787	0.0111	-0.0059	0.0086	ukb-b-18099	Qualifications: O levels/GCSEs or equivalent	NA	6138#3: Output from GWAS pipeline using Phesant derived variables from UKBiobank	Binary	MRC-IEU	1	Ben Elsworth	2018	SD	1	458079	9851867	European	Males and Females	NA	NA	HG19/GRCh37	public	212640	245439	NA	NA
results/ldsc/munged/pgc_mdd_noUKBB_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ukb-b-4982.hm3.sumstats.gz	-0.2039	0.0207	-9.8742	5.388599999999999e-23	0.0407	0.0021	1.0328	0.0101	-0.0132	0.0075	ukb-b-4982	Able to confide	NA	2110: Output from GWAS pipeline using Phesant derived variables from UKBiobank	Categorical Ordered	MRC-IEU	1	Ben Elsworth	2018	SD	1	448858	9851867	European	Males and Females	NA	NA	HG19/GRCh37	public	NA	NA	NA	NA
