p1	p2	rg	se	z	p	h2_obs	h2_obs_se	h2_int	h2_int_se	gcov_int	gcov_int_se	id	trait	subcategory	note	category	consortium	priority	author	year	unit	mr	sample_size	nsnp	population	sex	pmid	ontology	build	group_name	ncase	ncontrol	sd	doi
results/ldsc/munged/pgc_mdd_full_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ukb-b-969.hm3.sumstats.gz	0.0373	0.0205	1.8241	0.0681	0.0636	0.0028	1.0477	0.0108	0.0028	0.0092	ukb-b-969	Time spend outdoors in summer	NA	1050: Output from GWAS pipeline using Phesant derived variables from UKBiobank	Categorical Ordered	MRC-IEU	1	Ben Elsworth	2018	SD	1	419314	9851867	European	Males and Females	NA	NA	HG19/GRCh37	public	NA	NA	NA	NA
results/ldsc/munged/pgc_mdd_full_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ukb-b-8764.hm3.sumstats.gz	-0.3239	0.0203	-15.9822	1.6994e-57	0.0431	0.0021	1.0325	0.0103	-0.0209	0.0085	ukb-b-8764	Types of physical activity in last 4 weeks: Other exercises (eg: swimming, cycling, keep fit, bowling)	NA	6164#2: Output from GWAS pipeline using Phesant derived variables from UKBiobank	Binary	MRC-IEU	1	Ben Elsworth	2018	SD	1	460376	9851867	European	Males and Females	NA	NA	HG19/GRCh37	public	222470	237906	NA	NA
results/ldsc/munged/pgc_mdd_full_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ukb-d-30270_irnt.hm3.sumstats.gz	0.0203	0.0132	1.5405	0.1234	0.1728	0.0163	1.2214	0.0678	-0.0035	0.0079	ukb-d-30270_irnt	Mean sphered cell volume	NA	NA	Continuous	NA	0	Neale lab	2018	NA	1	344729	13586218	European	Males and Females	NA	NA	HG19/GRCh37	public	NA	NA	NA	NA
results/ldsc/munged/pgc_mdd_full_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ukb-d-30030_irnt.hm3.sumstats.gz	0.0046	0.0172	0.2695	0.7876	0.131	0.012	1.2167	0.0493	-0.0124	0.0108	ukb-d-30030_irnt	Haematocrit percentage	NA	NA	Continuous	NA	0	Neale lab	2018	NA	1	350475	13586289	European	Males and Females	NA	NA	HG19/GRCh37	public	NA	NA	NA	NA
results/ldsc/munged/pgc_mdd_full_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ebi-a-GCST006867.hm3.sumstats.gz	0.2148	0.021	10.235	1.3826000000000001e-24	0.4813	0.031	1.0547	0.0191	0.0286	0.0114	ebi-a-GCST006867	Type 2 diabetes	NA	NA	NA	NA	0	Xue A	2018	logOR	1	655666	5030727	European	NA	30054458	NA	HG19/GRCh37	public	61714	1178	NA	NA
results/ldsc/munged/pgc_mdd_full_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ebi-a-GCST004615.hm3.sumstats.gz	-0.0154	0.0186	-0.8248	0.4095	0.1286	0.0125	1.0137	0.0273	-0.0172	0.0086	ebi-a-GCST004615	Hemoglobin concentration	NA	NA	NA	NA	0	Astle WJ	2016	NA	1	172925	29167037	European	NA	27863252	NA	HG19/GRCh37	public	NA	NA	NA	NA
results/ldsc/munged/pgc_mdd_full_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ukb-b-2091.hm3.sumstats.gz	0.3015	0.0291	10.3659	3.5431000000000003e-25	0.0592	0.0046	1.0351	0.0082	0.0097	0.0086	ukb-b-2091	Noisy workplace	NA	4825: Output from GWAS pipeline using Phesant derived variables from UKBiobank	Categorical Ordered	MRC-IEU	1	Ben Elsworth	2018	SD	1	151624	9851867	European	Males and Females	NA	NA	HG19/GRCh37	public	NA	NA	NA	NA
results/ldsc/munged/pgc_mdd_full_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ebi-a-GCST004604.hm3.sumstats.gz	-0.0237	0.0182	-1.3017	0.193	0.1309	0.0135	1.0108	0.0278	-0.0108	0.0088	ebi-a-GCST004604	Hematocrit	NA	NA	NA	NA	0	Astle WJ	2016	NA	1	173039	29167906	European	NA	27863252	NA	HG19/GRCh37	public	NA	NA	NA	NA
results/ldsc/munged/pgc_mdd_full_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ukb-a-386.hm3.sumstats.gz	-0.3096	0.0323	-9.5909	8.7351e-22	0.0628	0.0061	1.0261	0.0083	-0.0128	0.0081	ukb-a-386	Noisy workplace	NA	NA	NA	Neale Lab	1	Neale	2017	SD	1	110439	10894596	European	Males and Females	NA	NA	HG19/GRCh37	public	NA	NA	NA	NA
results/ldsc/munged/pgc_mdd_full_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ukb-b-223.hm3.sumstats.gz	0.3484	0.0201	17.326	2.9937e-67	0.0527	0.0025	1.0392	0.0113	0.0274	0.0094	ukb-b-223	Current tobacco smoking	NA	1239: Output from GWAS pipeline using Phesant derived variables from UKBiobank	Categorical Ordered	MRC-IEU	1	Ben Elsworth	2018	SD	1	462434	9851867	European	Males and Females	NA	NA	HG19/GRCh37	public	NA	NA	NA	NA
results/ldsc/munged/pgc_mdd_full_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ukb-a-16.hm3.sumstats.gz	-0.335	0.0228	-14.6829	8.2904e-49	0.0546	0.003	1.0122	0.0103	-0.0291	0.0088	ukb-a-16	Current tobacco smoking	NA	NA	NA	Neale Lab	1	Neale	2017	SD	1	337030	10894596	European	Males and Females	NA	NA	HG19/GRCh37	public	NA	NA	NA	NA
results/ldsc/munged/pgc_mdd_full_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ebi-a-GCST006697.hm3.sumstats.gz	0.2052	0.0272	7.5452	4.5161000000000003e-14	0.0321	0.0023	1.0904	0.0108	0.0214	0.008	ebi-a-GCST006697	Parental longevity (combined parental attained age, Martingale residuals)	NA	NA	NA	NA	0	Pilling LC	2017	NA	1	389166	11490055	European	NA	29227965	NA	HG19/GRCh37	public	NA	NA	NA	NA
results/ldsc/munged/pgc_mdd_full_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ukb-b-11085.hm3.sumstats.gz	-0.4688	0.0175	-26.7292	2.1538999999999996e-157	0.0532	0.0022	1.0422	0.0103	-0.0316	0.0093	ukb-b-11085	Medication for pain relief, constipation, heartburn: None of the above	NA	6154#100: Output from GWAS pipeline using Phesant derived variables from UKBiobank	Binary	MRC-IEU	1	Ben Elsworth	2018	SD	1	457547	9851867	European	Males and Females	NA	NA	HG19/GRCh37	public	252893	204654	NA	NA
results/ldsc/munged/pgc_mdd_full_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ebi-a-GCST004076.hm3.sumstats.gz	0.0189	0.0295	0.6426	0.5205	0.3178	0.0777	1.0066	0.0157	0.0049	0.0076	ebi-a-GCST004076	Optic disc area	NA	NA	NA	NA	0	Springelkamp H	2017	NA	1	22504	11962854	European	NA	28073927	NA	HG19/GRCh37	public	NA	NA	NA	NA
results/ldsc/munged/pgc_mdd_full_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ukb-b-7500.hm3.sumstats.gz	0.0195	0.0192	1.0144	0.3104	0.3011	0.0166	1.0751	0.0174	-0.0023	0.0086	ukb-b-7500	Spherical power (left)	NA	5085: Output from GWAS pipeline using Phesant derived variables from UKBiobank	Continuous	MRC-IEU	1	Ben Elsworth	2018	SD	1	99071	9851867	European	Males and Females	NA	NA	HG19/GRCh37	public	NA	NA	NA	NA
results/ldsc/munged/pgc_mdd_full_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ukb-a-272.hm3.sumstats.gz	0.08	0.0175	4.5659	4.9736e-6	0.2349	0.0093	1.0712	0.0244	0.0078	0.0105	ukb-a-272	Impedance of arm (right)	NA	NA	NA	Neale Lab	1	Neale	2017	SD	1	331279	10894596	European	Males and Females	NA	NA	HG19/GRCh37	public	NA	NA	NA	NA
results/ldsc/munged/pgc_mdd_full_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ukb-a-269.hm3.sumstats.gz	0.0743	0.0164	4.519	6.2118e-6	0.2591	0.0106	1.0673	0.0249	0.0148	0.0101	ukb-a-269	Impedance of whole body	NA	NA	NA	Neale Lab	1	Neale	2017	SD	1	331284	10894596	European	Males and Females	NA	NA	HG19/GRCh37	public	NA	NA	NA	NA
results/ldsc/munged/pgc_mdd_full_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ukb-b-13823.hm3.sumstats.gz	0.0354	0.0193	1.8301	0.0672	0.0801	0.0031	1.038	0.0121	0.0094	0.0096	ukb-b-13823	Time to complete round	NA	400: Output from GWAS pipeline using Phesant derived variables from UKBiobank	Continuous	MRC-IEU	1	Ben Elsworth	2018	SD	1	454157	9851867	European	Males and Females	NA	NA	HG19/GRCh37	public	NA	NA	NA	NA
results/ldsc/munged/pgc_mdd_full_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ukb-b-14068.hm3.sumstats.gz	-0.0474	0.0147	-3.2325	0.0012	0.2594	0.0105	1.1147	0.033	-0.0133	0.0109	ukb-b-14068	Impedance of leg (left)	NA	23108: Output from GWAS pipeline using Phesant derived variables from UKBiobank	Continuous	MRC-IEU	1	Ben Elsworth	2018	SD	1	454857	9851867	European	Males and Females	NA	NA	HG19/GRCh37	public	NA	NA	NA	NA
results/ldsc/munged/pgc_mdd_full_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ukb-b-7376.hm3.sumstats.gz	-0.0425	0.015	-2.8318	0.0046	0.2587	0.0106	1.1238	0.0333	-0.0169	0.0112	ukb-b-7376	Impedance of leg (right)	NA	23107: Output from GWAS pipeline using Phesant derived variables from UKBiobank	Continuous	MRC-IEU	1	Ben Elsworth	2018	SD	1	454863	9851867	European	Males and Females	NA	NA	HG19/GRCh37	public	NA	NA	NA	NA
results/ldsc/munged/pgc_mdd_full_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ukb-b-4080.hm3.sumstats.gz	0.0624	0.0134	4.6472	3.3655e-6	0.316	0.0172	1.1221	0.0313	0.0106	0.0096	ukb-b-4080	Ankle spacing width	NA	3143: Output from GWAS pipeline using Phesant derived variables from UKBiobank	Continuous	MRC-IEU	1	Ben Elsworth	2018	SD	1	265753	9851867	European	Males and Females	NA	NA	HG19/GRCh37	public	NA	NA	NA	NA
results/ldsc/munged/pgc_mdd_full_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ukb-d-30140_irnt.hm3.sumstats.gz	0.1478	0.0152	9.7027	2.9367e-22	0.1482	0.0117	1.142	0.0362	0.0121	0.0089	ukb-d-30140_irnt	Neutrophill count	NA	NA	Continuous	NA	0	Neale lab	2018	NA	1	349856	13586292	European	Males and Females	NA	NA	HG19/GRCh37	public	NA	NA	NA	NA
results/ldsc/munged/pgc_mdd_full_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ukb-b-4549.hm3.sumstats.gz	-0.1685	0.0209	-8.0448	8.6377e-16	0.058	0.0025	1.0315	0.0108	-0.0064	0.0088	ukb-b-4549	Drive faster than motorway speed limit	NA	1100: Output from GWAS pipeline using Phesant derived variables from UKBiobank	Categorical Ordered	MRC-IEU	1	Ben Elsworth	2018	SD	1	418299	9851867	European	Males and Females	NA	NA	HG19/GRCh37	public	NA	NA	NA	NA
results/ldsc/munged/pgc_mdd_full_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ukb-a-257.hm3.sumstats.gz	-0.2806	0.0242	-11.6079	3.7583000000000002e-31	0.0418	0.0027	1.0128	0.0094	-0.0162	0.0086	ukb-a-257	Hearing difficulty/problems: Yes	NA	NA	NA	Neale Lab	1	Neale	2017	SD	1	323978	10894596	European	Males and Females	NA	NA	HG19/GRCh37	public	84839	239139	NA	NA
results/ldsc/munged/pgc_mdd_full_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ukb-a-284.hm3.sumstats.gz	-0.0625	0.0154	-4.0621	4.8643e-5	0.2649	0.0116	1.0871	0.0299	-0.0147	0.01	ukb-a-284	Arm fat-free mass (right)	NA	NA	NA	Neale Lab	1	Neale	2017	SD	1	331221	10894596	European	Males and Females	NA	NA	HG19/GRCh37	public	NA	NA	NA	NA
results/ldsc/munged/pgc_mdd_full_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ieu-b-72.hm3.sumstats.gz	0.0817	0.025	3.265	0.0011	0.0501	0.0026	1.0252	0.0103	-0.0104	0.0082	ieu-b-72	Urinary sodium-potassium ratio	Biomarker	NA	Continuous	NA	0	Zanetti	2020	NA	1	326938	19420026	European	Males and Females	32008434	NA	HG19/GRCh37	public	NA	NA	NA	NA
results/ldsc/munged/pgc_mdd_full_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ieu-a-89.hm3.sumstats.gz	-0.0518	0.0158	-3.283	0.001	0.3406	0.0184	1.2307	0.0343	-0.0046	0.0109	ieu-a-89	Height	Anthropometric	NA	Risk factor	GIANT	1	Wood AR	2014	SD (m)	1	253288	2550859	European	Males and Females	25282103	NA	HG19/GRCh37	public	NA	NA	0.0699	NA
results/ldsc/munged/pgc_mdd_full_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ukb-a-292.hm3.sumstats.gz	-0.0279	0.0147	-1.8949	0.0581	0.2859	0.0137	1.1196	0.0358	-0.0146	0.0098	ukb-a-292	Trunk fat-free mass	NA	NA	NA	Neale Lab	1	Neale	2017	SD	1	331030	10894596	European	Males and Females	NA	NA	HG19/GRCh37	public	NA	NA	NA	NA
results/ldsc/munged/pgc_mdd_full_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ukb-a-293.hm3.sumstats.gz	-0.0279	0.0148	-1.8825	0.0598	0.2845	0.0136	1.1187	0.0355	-0.014	0.0098	ukb-a-293	Trunk predicted mass	NA	NA	NA	Neale Lab	1	Neale	2017	SD	1	330995	10894596	European	Males and Females	NA	NA	HG19/GRCh37	public	NA	NA	NA	NA
results/ldsc/munged/pgc_mdd_full_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ukb-a-266.hm3.sumstats.gz	-0.0476	0.015	-3.1761	0.0015	0.289	0.013	1.1087	0.0337	-0.0188	0.0101	ukb-a-266	Whole body fat-free mass	NA	NA	NA	Neale Lab	1	Neale	2017	SD	1	331291	10894596	European	Males and Females	NA	NA	HG19/GRCh37	public	NA	NA	NA	NA
results/ldsc/munged/pgc_mdd_full_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ebi-a-GCST004904.hm3.sumstats.gz	0.0462	0.0198	2.3335	0.0196	0.1389	0.0097	1.1756	0.023	0.0067	0.0101	ebi-a-GCST004904	Body mass index	NA	NA	NA	NA	0	Akiyama M	2017	NA	1	158284	5952516	East Asian	NA	28892062	NA	HG19/GRCh37	public	NA	NA	NA	NA
results/ldsc/munged/pgc_mdd_full_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ieu-b-4760.hm3.sumstats.gz	0.0965	0.0225	4.2934	1.7599e-5	0.0359	0.002	1.0164	0.0097	-0.0124	0.0077	ieu-b-4760	Number of children	NA	NA	Categorical Ordered	MRC-IEU	0	Clare Horscroft	2021	NA	1	460654	9631490	European	Males and Females	NA	NA	HG19/GRCh37	public	NA	NA	NA	NA
results/ldsc/munged/pgc_mdd_full_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ukb-b-3169.hm3.sumstats.gz	-0.3242	0.0254	-12.7575	2.8313e-37	0.0297	0.0017	1.0974	0.0087	-0.0376	0.0089	ukb-b-3169	Number of vehicles in household	NA	728: Output from GWAS pipeline using Phesant derived variables from UKBiobank	Categorical Ordered	MRC-IEU	1	Ben Elsworth	2018	SD	1	459696	9851867	European	Males and Females	NA	NA	HG19/GRCh37	public	NA	NA	NA	NA
results/ldsc/munged/pgc_mdd_full_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ukb-b-10011.hm3.sumstats.gz	0.4125	0.0232	17.7458	1.8566999999999997e-70	0.0325	0.0019	1.138	0.0105	0.0343	0.0093	ukb-b-10011	Townsend deprivation index at recruitment	NA	189: Output from GWAS pipeline using Phesant derived variables from UKBiobank	Continuous	MRC-IEU	1	Ben Elsworth	2018	SD	1	462464	9851867	European	Males and Females	NA	NA	HG19/GRCh37	public	NA	NA	NA	NA
results/ldsc/munged/pgc_mdd_full_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ukb-a-294.hm3.sumstats.gz	-0.4165	0.0229	-18.2181	3.7054e-74	0.0596	0.0033	1.0302	0.011	-0.042	0.0098	ukb-a-294	Wheeze or whistling in the chest in last year	NA	NA	NA	Neale Lab	1	Neale	2017	SD	1	331257	10894596	European	Males and Females	NA	NA	HG19/GRCh37	public	68531	262726	NA	NA
results/ldsc/munged/pgc_mdd_full_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ukb-b-7337.hm3.sumstats.gz	-0.223	0.0241	-9.2631	1.9853e-20	0.0359	0.0019	1.0615	0.0091	-0.0257	0.0098	ukb-b-7337	Types of physical activity in last 4 weeks: Walking for pleasure (not as a means of transport)	NA	6164#1: Output from GWAS pipeline using Phesant derived variables from UKBiobank	Binary	MRC-IEU	1	Ben Elsworth	2018	SD	1	460376	9851867	European	Males and Females	NA	NA	HG19/GRCh37	public	329755	130621	NA	NA
results/ldsc/munged/pgc_mdd_full_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ukb-b-3855.hm3.sumstats.gz	-0.5262	0.0255	-20.6295	1.4916e-94	0.0311	0.0018	1.026	0.0094	-0.0491	0.0088	ukb-b-3855	Attendance/disability/mobility allowance: None of the above	NA	6146#100: Output from GWAS pipeline using Phesant derived variables from UKBiobank	Binary	MRC-IEU	1	Ben Elsworth	2018	SD	1	459354	9851867	European	Males and Females	NA	NA	HG19/GRCh37	public	432343	27011	NA	NA
results/ldsc/munged/pgc_mdd_full_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ukb-b-20214.hm3.sumstats.gz	0.542	0.0247	21.9727	5.2566999999999997e-107	0.0262	0.0016	1.0266	0.0091	0.0491	0.0086	ukb-b-20214	Attendance/disability/mobility allowance: Disability living allowance	NA	6146#2: Output from GWAS pipeline using Phesant derived variables from UKBiobank	Binary	MRC-IEU	1	Ben Elsworth	2018	SD	1	459354	9851867	European	Males and Females	NA	NA	HG19/GRCh37	public	20426	438928	NA	NA
results/ldsc/munged/pgc_mdd_full_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ukb-a-252.hm3.sumstats.gz	-0.555	0.0185	-30.0149	6.276699999999999e-198	0.0497	0.0024	1.0253	0.0096	-0.0663	0.0088	ukb-a-252	Long-standing illness  disability or infirmity	NA	NA	NA	Neale Lab	1	Neale	2017	SD	1	329663	10894596	European	Males and Females	NA	NA	HG19/GRCh37	public	107123	222540	NA	NA
results/ldsc/munged/pgc_mdd_full_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ukb-b-17729.hm3.sumstats.gz	0.157	0.0187	8.4003	4.4532e-17	0.0872	0.0033	1.0843	0.0134	0.0229	0.0088	ukb-b-17729	Qualifications: None of the above	NA	6138#100: Output from GWAS pipeline using Phesant derived variables from UKBiobank	Binary	MRC-IEU	1	Ben Elsworth	2018	SD	1	458079	9851867	European	Males and Females	NA	NA	HG19/GRCh37	public	79538	378541	NA	NA
results/ldsc/munged/pgc_mdd_full_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ukb-b-18099.hm3.sumstats.gz	-0.183	0.021	-8.7185	2.8203e-18	0.0412	0.002	1.0757	0.011	-0.0074	0.0087	ukb-b-18099	Qualifications: O levels/GCSEs or equivalent	NA	6138#3: Output from GWAS pipeline using Phesant derived variables from UKBiobank	Binary	MRC-IEU	1	Ben Elsworth	2018	SD	1	458079	9851867	European	Males and Females	NA	NA	HG19/GRCh37	public	212640	245439	NA	NA
results/ldsc/munged/pgc_mdd_full_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ukb-b-4982.hm3.sumstats.gz	-0.2104	0.0205	-10.2603	1.0638000000000001e-24	0.041	0.0022	1.0305	0.0102	-0.0312	0.0076	ukb-b-4982	Able to confide	NA	2110: Output from GWAS pipeline using Phesant derived variables from UKBiobank	Categorical Ordered	MRC-IEU	1	Ben Elsworth	2018	SD	1	448858	9851867	European	Males and Females	NA	NA	HG19/GRCh37	public	NA	NA	NA	NA
results/ldsc/munged/pgc_mdd_full_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ukb-a-476.hm3.sumstats.gz	-0.3238	0.0225	-14.3927	5.7515e-47	0.041	0.0026	1.0076	0.0093	-0.0202	0.0082	ukb-a-476	Pain type(s) experienced in last month: Knee pain	NA	NA	NA	Neale Lab	1	Neale	2017	SD	1	336650	10894596	European	Males and Females	NA	NA	HG19/GRCh37	public	71561	265089	NA	NA
results/ldsc/munged/pgc_mdd_full_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ukb-a-397.hm3.sumstats.gz	0.1375	0.0169	8.1306	4.2718e-16	0.1656	0.0056	1.1158	0.0152	0.0241	0.0112	ukb-a-397	Qualifications: College or University degree	NA	NA	NA	Neale Lab	1	Neale	2017	SD	1	334070	10894596	European	Males and Females	NA	NA	HG19/GRCh37	public	106305	227765	NA	NA
results/ldsc/munged/pgc_mdd_full_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ukb-b-7408.hm3.sumstats.gz	-0.292	0.0198	-14.7267	4.342e-49	0.0674	0.0031	1.0908	0.0107	-0.0498	0.0083	ukb-b-7408	Average total household income before tax	NA	738: Output from GWAS pipeline using Phesant derived variables from UKBiobank	Categorical Ordered	MRC-IEU	1	Ben Elsworth	2018	SD	1	397751	9851867	European	Males and Females	NA	NA	HG19/GRCh37	public	NA	NA	NA	NA
results/ldsc/munged/pgc_mdd_full_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ukb-a-398.hm3.sumstats.gz	-0.1768	0.0197	-8.9497	3.5630000000000003e-19	0.0952	0.0041	1.0695	0.0132	-0.0226	0.0092	ukb-a-398	Qualifications: None of the above	NA	NA	NA	Neale Lab	1	Neale	2017	SD	1	334070	10894596	European	Males and Females	NA	NA	HG19/GRCh37	public	57567	276503	NA	NA
results/ldsc/munged/pgc_mdd_full_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ukb-b-13764.hm3.sumstats.gz	0.5704	0.0165	34.6073	1.9603999999999999e-262	0.0483	0.0022	1.0383	0.0095	0.0651	0.0092	ukb-b-13764	Long-standing illness, disability or infirmity	NA	2188: Output from GWAS pipeline using Phesant derived variables from UKBiobank	Binary	MRC-IEU	1	Ben Elsworth	2018	SD	1	451893	9851867	European	Males and Females	NA	NA	HG19/GRCh37	public	147104	304789	NA	NA
results/ldsc/munged/pgc_mdd_full_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ukb-a-482.hm3.sumstats.gz	0.2463	0.0251	9.7966	1.1642e-22	0.0361	0.0022	1.0456	0.0087	0.017	0.0088	ukb-a-482	Types of physical activity in last 4 weeks: Walking for pleasure (not as a means of transport)	NA	NA	NA	Neale Lab	1	Neale	2017	SD	1	335599	10894596	European	Males and Females	NA	NA	HG19/GRCh37	public	241930	93669	NA	NA
results/ldsc/munged/pgc_mdd_full_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ieu-a-1239.hm3.sumstats.gz	-0.1581	0.0155	-10.2011	1.9606e-24	0.11	0.0033	0.9904	0.0185	-0.0219	0.0106	ieu-a-1239	Years of schooling	Education	NA	Risk factor	SSGAC	1	Lee	2018	years	1	766345	10101242	European	Males and Females	30038396	NA	HG19/GRCh37	public	NA	NA	4.2	NA
results/ldsc/munged/pgc_mdd_full_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ukb-b-15926.hm3.sumstats.gz	-0.2157	0.0199	-10.8295	2.4939e-27	0.0585	0.0024	1.0717	0.0118	-8e-4	0.0088	ukb-b-15926	Cereal intake	NA	1458: Output from GWAS pipeline using Phesant derived variables from UKBiobank	Categorical Ordered	MRC-IEU	1	Ben Elsworth	2018	SD	1	441640	9851867	European	Males and Females	NA	NA	HG19/GRCh37	public	NA	NA	NA	NA
results/ldsc/munged/pgc_mdd_full_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ukb-b-15869.hm3.sumstats.gz	0.3989	0.0265	15.0691	2.5876e-51	0.0235	0.0016	1.0691	0.0085	0.0232	0.009	ukb-b-15869	Types of physical activity in last 4 weeks: None of the above	NA	6164#100: Output from GWAS pipeline using Phesant derived variables from UKBiobank	Binary	MRC-IEU	1	Ben Elsworth	2018	SD	1	460376	9851867	European	Males and Females	NA	NA	HG19/GRCh37	public	28040	432336	NA	NA
results/ldsc/munged/pgc_mdd_full_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ukb-a-400.hm3.sumstats.gz	0.1957	0.0215	9.1168	7.7366e-20	0.0479	0.0026	1.0151	0.0101	0.0109	0.0088	ukb-a-400	Qualifications: O levels/GCSEs or equivalent	NA	NA	NA	Neale Lab	1	Neale	2017	SD	1	334070	10894596	European	Males and Females	NA	NA	HG19/GRCh37	public	159730	174340	NA	NA
results/ldsc/munged/pgc_mdd_full_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ukb-a-585.hm3.sumstats.gz	-0.3998	0.1259	-3.176	0.0015	0.0028	0.0015	1.0097	0.0071	-0.0098	0.0068	ukb-a-585	Diagnoses - main ICD10: R31 Unspecified haematuria	NA	NA	NA	Neale Lab	1	Neale	2017	SD	1	337199	10894596	European	Males and Females	NA	NA	HG19/GRCh37	public	7363	329836	NA	NA
results/ldsc/munged/pgc_mdd_full_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ukb-a-503.hm3.sumstats.gz	-0.1315	0.0249	-5.2833	1.2688e-7	0.0843	0.0046	1.0384	0.0099	-0.0177	0.0083	ukb-a-503	Job involves heavy manual or physical work	NA	NA	NA	Neale Lab	1	Neale	2017	SD	1	190643	10894596	European	Males and Females	NA	NA	HG19/GRCh37	public	NA	NA	NA	NA
results/ldsc/munged/pgc_mdd_full_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ukb-a-24.hm3.sumstats.gz	-0.4956	0.0165	-30.1199	2.6561e-199	0.0601	0.0024	1.0302	0.0094	-0.0568	0.0088	ukb-a-24	Number of treatments/medications taken	NA	NA	NA	Neale Lab	1	Neale	2017	SD	1	337159	10894596	European	Males and Females	NA	NA	HG19/GRCh37	public	NA	NA	NA	NA
results/ldsc/munged/pgc_mdd_full_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ukb-a-310.hm3.sumstats.gz	-0.5638	0.0205	-27.4968	1.9185999999999996e-166	0.0436	0.0022	1.0121	0.0086	-0.0756	0.0088	ukb-a-310	Taking other prescription medications	NA	NA	NA	Neale Lab	1	Neale	2017	SD	1	336330	10894596	European	Males and Females	NA	NA	HG19/GRCh37	public	158113	178217	NA	NA
