field_name	rls	Path	Category	Field	Participants	Items	Stability	ValueType	Units	ItemType	Strata	Sexed	Instances	Array	Coding	Notes	Link
5142	ukb40531	UK Biobank Assessment Centre > Physical measures > Eye measures > Autorefraction	100014	6mm asymmetry index unreliable (left)	34474	72678	Complete	Categorical single		Data	Primary	Unisex	2	6	1208	This data field means the result is unreliable for the asymmetry index of the keratometry result taken at 6mm for the left eye	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=5142
5143	ukb40531	UK Biobank Assessment Centre > Physical measures > Eye measures > Autorefraction	100014	6mm asymmetry index unreliable (right)	35519	70652	Complete	Categorical single		Data	Primary	Unisex	2	6	1208	This data field means the result is unreliable for the asymmetry index of the keratometry result taken at 6mm for the right eye	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=5143
5144	ukb40531	UK Biobank Assessment Centre > Physical measures > Eye measures > Autorefraction	100014	3mm asymmetry index unreliable (right)	12011	20342	Complete	Categorical single		Data	Primary	Unisex	2	6	1207	This data field means the result is unreliable for the asymmetry index of the keratometry result taken at 3mm for the right eye	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=5144
5145	ukb40531	UK Biobank Assessment Centre > Physical measures > Eye measures > Autorefraction	100014	3mm regularity index unreliable (right)	12032	20376	Complete	Categorical single		Data	Primary	Unisex	2	6	1209	This data field means the result is unreliable for the regularity index of the keratometry result taken at 3mm for the right eye	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=5145
5146	ukb40531	UK Biobank Assessment Centre > Physical measures > Eye measures > Autorefraction	100014	6mm regularity index unreliable (right)	35616	70873	Complete	Categorical single		Data	Primary	Unisex	2	6	1209	This data field means the result is unreliable for the regularity index of the keratometry result taken at 6mm for the right eye	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=5146
5147	ukb40531	UK Biobank Assessment Centre > Physical measures > Eye measures > Autorefraction	100014	6mm regularity index unreliable (left)	34508	72764	Complete	Categorical single		Data	Primary	Unisex	2	6	1210	This data field means the result is unreliable for the regularity index of the keratometry result taken at 6mm for the left eye	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=5147
5148	ukb40531	UK Biobank Assessment Centre > Physical measures > Eye measures > Autorefraction	100014	3mm regularity index unreliable (left)	11672	21542	Complete	Categorical single		Data	Primary	Unisex	2	6	1210	This data field means the result is unreliable for the regularity index of the keratometry result taken at 3mm for the left eye	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=5148
5090	ukb40531	UK Biobank Assessment Centre > Physical measures > Eye measures > Autorefraction	100014	Refractometry result unreliable (left)	7319	16121	Complete	Categorical single		Data	Primary	Unisex	2	9	1204	This data field is a string-encoded value meaning refractometry results are unreliable for the left eye	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=5090
5091	ukb40531	UK Biobank Assessment Centre > Physical measures > Eye measures > Autorefraction	100014	Refractometry result unreliable (right)	10472	23315	Complete	Categorical single		Data	Primary	Unisex	2	7	1204	This data field is a string-encoded value meaning refractometry results are unreliable for the right eye	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=5091
5183	ukb40531	UK Biobank Assessment Centre > Physical measures > Eye measures > Eye surgery/complications	100099	Current eye infection	133919	138187	Complete	Categorical single		Data	Primary	Unisex	2	1	7	Participant asked "Currently has infectious eye condition (e.g. viral conjunctivitis)?" as a screening question for the eye investigations. Infectious participants were excluded from all investigations where there was a chance the problem could be passed on to subsequent users of the equipment - i.e. they were only eligible for the visual acuity test.	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=5183
6157	ukb40531	UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Smoking	100058	Why stopped smoking	122664	172343	Complete	Categorical multiple		Data	Primary	Unisex	4	4	100361	ACE touchscreen question "Why did you stop smoking? (You can select more than one answer)" The following checks were performed:  If code -7 was selected, then no additional choices were allowed.  If code -1 was selected, then no additional choices were allowed.  If code -3 was selected, then no additional choices were allowed.   ~F6157~ was collected from participants who indicated that in the past they smoked tobacco on most or all days, as defined by their answers to ~F1249~ and that during the time they smoked they stopped for more than 6 months, as defined by their answers to ~F1249~	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=6157
6158	ukb40531	UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Smoking	100058	Why reduced smoking	17157	22920	Complete	Categorical multiple		Data	Primary	Unisex	4	4	100361	ACE touchscreen question "Why did you reduce your smoking? (You can select more than one answer)" The following checks were performed:  If code -7 was selected, then no additional choices were allowed.  If code -1 was selected, then no additional choices were allowed.  If code -3 was selected, then no additional choices were allowed.   ~F6158~ was collected from participants who indicated they currently smoke tobacco on most or all days, as defined by their answers to ~F1239~ and those who smoke less nowadays than 10 years ago, as defined by their answers to ~F1239~	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=6158
