field_name	rls	Path	Category	Field	Participants	Items	Stability	ValueType	Units	ItemType	Strata	Sexed	Instances	Array	Coding	Notes	Link
90083	ukb24262	Additional exposures > Physical activity measurement > Accelerometer wear time duration	1011	Wear duration during 23:00 - 23:59	103687	103687	Accruing	Continuous	hours	Data	Derived	Unisex	1	1	NA	23:00 - 23:59 wear time	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=90083
90084	ukb24262	Additional exposures > Physical activity measurement > Accelerometer wear time duration	1011	Unique hours of wear in a 24 hour cycle (scattered over multiple days)	103687	103687	Accruing	Integer	hours	Data	Derived	Unisex	1	1	NA	Unique hours of wear in a 24hr cycle (scattered over multiple days)	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=90084
90085	ukb24262	Additional exposures > Physical activity measurement > Accelerometer wear time duration	1011	Unique minutes of wear in a 24 hour cycle (scattered over multiple days)	103687	103687	Accruing	Integer	minutes	Data	Derived	Unisex	1	1	NA	Unique minutes of wear in a 24hr cycle (scattered over multiple days)	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=90085
90086	ukb24262	Additional exposures > Physical activity measurement > Accelerometer wear time duration	1011	Non wear episodes over 1 hour duration	103687	103687	Accruing	Integer		Data	Derived	Unisex	1	1	NA	Non wear episodes >1hr duration	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=90086
90092	ukb24262	Additional exposures > Physical activity measurement > Acceleration intensity distribution	1010	Fraction acceleration <= 1 milli-gravities	103687	103687	Accruing	Continuous	Fraction	Data	Derived	Unisex	1	1	NA	Fraction time <= 1mg acceleration	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=90092
90093	ukb24262	Additional exposures > Physical activity measurement > Acceleration intensity distribution	1010	Fraction acceleration <= 2 milli-gravities	103687	103687	Accruing	Continuous	Fraction	Data	Derived	Unisex	1	1	NA	Fraction time <= 2mg acceleration	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=90093
90094	ukb24262	Additional exposures > Physical activity measurement > Acceleration intensity distribution	1010	Fraction acceleration <= 3 milli-gravities	103687	103687	Accruing	Continuous	Fraction	Data	Derived	Unisex	1	1	NA	Fraction time <= 3mg acceleration	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=90094
90095	ukb24262	Additional exposures > Physical activity measurement > Acceleration intensity distribution	1010	Fraction acceleration <= 4 milli-gravities	103687	103687	Accruing	Continuous	Fraction	Data	Derived	Unisex	1	1	NA	Fraction time <= 4mg acceleration	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=90095
90096	ukb24262	Additional exposures > Physical activity measurement > Acceleration intensity distribution	1010	Fraction acceleration <= 5 milli-gravities	103687	103687	Accruing	Continuous	Fraction	Data	Derived	Unisex	1	1	NA	Fraction time <= 5mg acceleration	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=90096
90097	ukb24262	Additional exposures > Physical activity measurement > Acceleration intensity distribution	1010	Fraction acceleration <= 6 milli-gravities	103687	103687	Accruing	Continuous	Fraction	Data	Derived	Unisex	1	1	NA	Fraction time <= 6mg acceleration	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=90097
90098	ukb24262	Additional exposures > Physical activity measurement > Acceleration intensity distribution	1010	Fraction acceleration <= 7 milli-gravities	103687	103687	Accruing	Continuous	Fraction	Data	Derived	Unisex	1	1	NA	Fraction time <= 7mg acceleration	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=90098
90099	ukb24262	Additional exposures > Physical activity measurement > Acceleration intensity distribution	1010	Fraction acceleration <= 8 milli-gravities	103687	103687	Accruing	Continuous	Fraction	Data	Derived	Unisex	1	1	NA	Fraction time <= 8mg acceleration	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=90099
90100	ukb24262	Additional exposures > Physical activity measurement > Acceleration intensity distribution	1010	Fraction acceleration <= 9 milli-gravities	103687	103687	Accruing	Continuous	Fraction	Data	Derived	Unisex	1	1	NA	Fraction time <= 9mg acceleration	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=90100
90101	ukb24262	Additional exposures > Physical activity measurement > Acceleration intensity distribution	1010	Fraction acceleration <= 10 milli-gravities	103687	103687	Accruing	Continuous	Fraction	Data	Derived	Unisex	1	1	NA	Fraction time <= 10mg acceleration	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=90101
90102	ukb24262	Additional exposures > Physical activity measurement > Acceleration intensity distribution	1010	Fraction acceleration <= 11 milli-gravities	103687	103687	Accruing	Continuous	Fraction	Data	Derived	Unisex	1	1	NA	Fraction time <= 11mg acceleration	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=90102
90103	ukb24262	Additional exposures > Physical activity measurement > Acceleration intensity distribution	1010	Fraction acceleration <= 12 milli-gravities	103687	103687	Accruing	Continuous	Fraction	Data	Derived	Unisex	1	1	NA	Fraction time <= 12mg acceleration	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=90103
90104	ukb24262	Additional exposures > Physical activity measurement > Acceleration intensity distribution	1010	Fraction acceleration <= 13 milli-gravities	103687	103687	Accruing	Continuous	Fraction	Data	Derived	Unisex	1	1	NA	Fraction time <= 13mg acceleration	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=90104
90105	ukb24262	Additional exposures > Physical activity measurement > Acceleration intensity distribution	1010	Fraction acceleration <= 14 milli-gravities	103687	103687	Accruing	Continuous	Fraction	Data	Derived	Unisex	1	1	NA	Fraction time <= 14mg acceleration	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=90105
90106	ukb24262	Additional exposures > Physical activity measurement > Acceleration intensity distribution	1010	Fraction acceleration <= 15 milli-gravities	103687	103687	Accruing	Continuous	Fraction	Data	Derived	Unisex	1	1	NA	Fraction time <= 15mg acceleration	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=90106
90107	ukb24262	Additional exposures > Physical activity measurement > Acceleration intensity distribution	1010	Fraction acceleration <= 16 milli-gravities	103687	103687	Accruing	Continuous	Fraction	Data	Derived	Unisex	1	1	NA	Fraction time <= 16mg acceleration	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=90107
90108	ukb24262	Additional exposures > Physical activity measurement > Acceleration intensity distribution	1010	Fraction acceleration <= 17 milli-gravities	103687	103687	Accruing	Continuous	Fraction	Data	Derived	Unisex	1	1	NA	Fraction time <= 17mg acceleration	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=90108
90109	ukb24262	Additional exposures > Physical activity measurement > Acceleration intensity distribution	1010	Fraction acceleration <= 18 milli-gravities	103687	103687	Accruing	Continuous	Fraction	Data	Derived	Unisex	1	1	NA	Fraction time <= 18mg acceleration	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=90109
90110	ukb24262	Additional exposures > Physical activity measurement > Acceleration intensity distribution	1010	Fraction acceleration <= 19 milli-gravities	103687	103687	Accruing	Continuous	Fraction	Data	Derived	Unisex	1	1	NA	Fraction time <= 19mg acceleration	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=90110
90111	ukb24262	Additional exposures > Physical activity measurement > Acceleration intensity distribution	1010	Fraction acceleration <= 20 milli-gravities	103687	103687	Accruing	Continuous	Fraction	Data	Derived	Unisex	1	1	NA	Fraction time <= 20mg acceleration	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=90111
90112	ukb24262	Additional exposures > Physical activity measurement > Acceleration intensity distribution	1010	Fraction acceleration <= 25 milli-gravities	103687	103687	Accruing	Continuous	Fraction	Data	Derived	Unisex	1	1	NA	Fraction time <= 25mg acceleration	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=90112
90113	ukb24262	Additional exposures > Physical activity measurement > Acceleration intensity distribution	1010	Fraction acceleration <= 30 milli-gravities	103687	103687	Accruing	Continuous	Fraction	Data	Derived	Unisex	1	1	NA	Fraction time <= 30mg acceleration	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=90113
90114	ukb24262	Additional exposures > Physical activity measurement > Acceleration intensity distribution	1010	Fraction acceleration <= 35 milli-gravities	103687	103687	Accruing	Continuous	Fraction	Data	Derived	Unisex	1	1	NA	Fraction time <= 35mg acceleration	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=90114
90115	ukb24262	Additional exposures > Physical activity measurement > Acceleration intensity distribution	1010	Fraction acceleration <= 40 milli-gravities	103687	103687	Accruing	Continuous	Fraction	Data	Derived	Unisex	1	1	NA	Fraction time <= 40mg acceleration	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=90115
90116	ukb24262	Additional exposures > Physical activity measurement > Acceleration intensity distribution	1010	Fraction acceleration <= 45 milli-gravities	103687	103687	Accruing	Continuous	Fraction	Data	Derived	Unisex	1	1	NA	Fraction time <= 45mg acceleration	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=90116
90117	ukb24262	Additional exposures > Physical activity measurement > Acceleration intensity distribution	1010	Fraction acceleration <= 50 milli-gravities	103687	103687	Accruing	Continuous	Fraction	Data	Derived	Unisex	1	1	NA	Fraction time <= 50mg acceleration	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=90117
90118	ukb24262	Additional exposures > Physical activity measurement > Acceleration intensity distribution	1010	Fraction acceleration <= 55 milli-gravities	103687	103687	Accruing	Continuous	Fraction	Data	Derived	Unisex	1	1	NA	Fraction time <= 55mg acceleration	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=90118
90119	ukb24262	Additional exposures > Physical activity measurement > Acceleration intensity distribution	1010	Fraction acceleration <= 60 milli-gravities	103687	103687	Accruing	Continuous	Fraction	Data	Derived	Unisex	1	1	NA	Fraction time <= 60mg acceleration	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=90119
90120	ukb24262	Additional exposures > Physical activity measurement > Acceleration intensity distribution	1010	Fraction acceleration <= 65 milli-gravities	103687	103687	Accruing	Continuous	Fraction	Data	Derived	Unisex	1	1	NA	Fraction time <= 65mg acceleration	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=90120
90121	ukb24262	Additional exposures > Physical activity measurement > Acceleration intensity distribution	1010	Fraction acceleration <= 70 milli-gravities	103687	103687	Accruing	Continuous	Fraction	Data	Derived	Unisex	1	1	NA	Fraction time <= 70mg acceleration	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=90121
90122	ukb24262	Additional exposures > Physical activity measurement > Acceleration intensity distribution	1010	Fraction acceleration <= 75 milli-gravities	103687	103687	Accruing	Continuous	Fraction	Data	Derived	Unisex	1	1	NA	Fraction time <= 75mg acceleration	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=90122
90123	ukb24262	Additional exposures > Physical activity measurement > Acceleration intensity distribution	1010	Fraction acceleration <= 80 milli-gravities	103687	103687	Accruing	Continuous	Fraction	Data	Derived	Unisex	1	1	NA	Fraction time <= 80mg acceleration	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=90123
90124	ukb24262	Additional exposures > Physical activity measurement > Acceleration intensity distribution	1010	Fraction acceleration <= 85 milli-gravities	103687	103687	Accruing	Continuous	Fraction	Data	Derived	Unisex	1	1	NA	Fraction time <= 85mg acceleration	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=90124
90125	ukb24262	Additional exposures > Physical activity measurement > Acceleration intensity distribution	1010	Fraction acceleration <= 90 milli-gravities	103687	103687	Accruing	Continuous	Fraction	Data	Derived	Unisex	1	1	NA	Fraction time <= 90mg acceleration	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=90125
90126	ukb24262	Additional exposures > Physical activity measurement > Acceleration intensity distribution	1010	Fraction acceleration <= 95 milli-gravities	103687	103687	Accruing	Continuous	Fraction	Data	Derived	Unisex	1	1	NA	Fraction time <= 95mg acceleration	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=90126
90127	ukb24262	Additional exposures > Physical activity measurement > Acceleration intensity distribution	1010	Fraction acceleration <= 100 milli-gravities	103687	103687	Accruing	Continuous	Fraction	Data	Derived	Unisex	1	1	NA	Fraction time <= 100mg acceleration	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=90127
90128	ukb24262	Additional exposures > Physical activity measurement > Acceleration intensity distribution	1010	Fraction acceleration <= 125 milli-gravities	103687	103687	Accruing	Continuous	Fraction	Data	Derived	Unisex	1	1	NA	Fraction time <= 125mg acceleration	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=90128
90129	ukb24262	Additional exposures > Physical activity measurement > Acceleration intensity distribution	1010	Fraction acceleration <= 150 milli-gravities	103687	103687	Accruing	Continuous	Fraction	Data	Derived	Unisex	1	1	NA	Fraction time <= 150mg acceleration	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=90129
90130	ukb24262	Additional exposures > Physical activity measurement > Acceleration intensity distribution	1010	Fraction acceleration <= 175 milli-gravities	103687	103687	Accruing	Continuous	Fraction	Data	Derived	Unisex	1	1	NA	Fraction time <= 175mg acceleration	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=90130
90131	ukb24262	Additional exposures > Physical activity measurement > Acceleration intensity distribution	1010	Fraction acceleration <= 200 milli-gravities	103687	103687	Accruing	Continuous	Fraction	Data	Derived	Unisex	1	1	NA	Fraction time <= 200mg acceleration	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=90131
90132	ukb24262	Additional exposures > Physical activity measurement > Acceleration intensity distribution	1010	Fraction acceleration <= 225 milli-gravities	103687	103687	Accruing	Continuous	Fraction	Data	Derived	Unisex	1	1	NA	Fraction time <= 225mg acceleration	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=90132
90133	ukb24262	Additional exposures > Physical activity measurement > Acceleration intensity distribution	1010	Fraction acceleration <= 250 milli-gravities	103687	103687	Accruing	Continuous	Fraction	Data	Derived	Unisex	1	1	NA	Fraction time <= 250mg acceleration	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=90133
90134	ukb24262	Additional exposures > Physical activity measurement > Acceleration intensity distribution	1010	Fraction acceleration <= 275 milli-gravities	103687	103687	Accruing	Continuous	Fraction	Data	Derived	Unisex	1	1	NA	Fraction time <= 275mg acceleration	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=90134
90135	ukb24262	Additional exposures > Physical activity measurement > Acceleration intensity distribution	1010	Fraction acceleration <= 300 milli-gravities	103687	103687	Accruing	Continuous	Fraction	Data	Derived	Unisex	1	1	NA	Fraction time <= 300mg acceleration	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=90135
90136	ukb24262	Additional exposures > Physical activity measurement > Acceleration intensity distribution	1010	Fraction acceleration <= 325 milli-gravities	103687	103687	Accruing	Continuous	Fraction	Data	Derived	Unisex	1	1	NA	Fraction time <= 325mg acceleration	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=90136
90137	ukb24262	Additional exposures > Physical activity measurement > Acceleration intensity distribution	1010	Fraction acceleration <= 350 milli-gravities	103687	103687	Accruing	Continuous	Fraction	Data	Derived	Unisex	1	1	NA	Fraction time <= 350mg acceleration	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=90137
90138	ukb24262	Additional exposures > Physical activity measurement > Acceleration intensity distribution	1010	Fraction acceleration <= 375 milli-gravities	103687	103687	Accruing	Continuous	Fraction	Data	Derived	Unisex	1	1	NA	Fraction time <= 375mg acceleration	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=90138
90139	ukb24262	Additional exposures > Physical activity measurement > Acceleration intensity distribution	1010	Fraction acceleration <= 400 milli-gravities	103687	103687	Accruing	Continuous	Fraction	Data	Derived	Unisex	1	1	NA	Fraction time <= 400mg acceleration	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=90139
90140	ukb24262	Additional exposures > Physical activity measurement > Acceleration intensity distribution	1010	Fraction acceleration <= 425 milli-gravities	103687	103687	Accruing	Continuous	Fraction	Data	Derived	Unisex	1	1	NA	Fraction time <= 425mg acceleration	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=90140
90141	ukb24262	Additional exposures > Physical activity measurement > Acceleration intensity distribution	1010	Fraction acceleration <= 450 milli-gravities	103687	103687	Accruing	Continuous	Fraction	Data	Derived	Unisex	1	1	NA	Fraction time <= 450mg acceleration	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=90141
90142	ukb24262	Additional exposures > Physical activity measurement > Acceleration intensity distribution	1010	Fraction acceleration <= 475 milli-gravities	103687	103687	Accruing	Continuous	Fraction	Data	Derived	Unisex	1	1	NA	Fraction time <= 475mg acceleration	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=90142
90143	ukb24262	Additional exposures > Physical activity measurement > Acceleration intensity distribution	1010	Fraction acceleration <= 500 milli-gravities	103687	103687	Accruing	Continuous	Fraction	Data	Derived	Unisex	1	1	NA	Fraction time <= 500mg acceleration	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=90143
90144	ukb24262	Additional exposures > Physical activity measurement > Acceleration intensity distribution	1010	Fraction acceleration <= 600 milli-gravities	103687	103687	Accruing	Continuous	Fraction	Data	Derived	Unisex	1	1	NA	Fraction time <= 600mg acceleration	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=90144
90145	ukb24262	Additional exposures > Physical activity measurement > Acceleration intensity distribution	1010	Fraction acceleration <= 700 milli-gravities	103687	103687	Accruing	Continuous	Fraction	Data	Derived	Unisex	1	1	NA	Fraction time <= 700mg acceleration	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=90145
90146	ukb24262	Additional exposures > Physical activity measurement > Acceleration intensity distribution	1010	Fraction acceleration <= 800 milli-gravities	103687	103687	Accruing	Continuous	Fraction	Data	Derived	Unisex	1	1	NA	Fraction time <= 800mg acceleration	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=90146
90147	ukb24262	Additional exposures > Physical activity measurement > Acceleration intensity distribution	1010	Fraction acceleration <= 900 milli-gravities	103687	103687	Accruing	Continuous	Fraction	Data	Derived	Unisex	1	1	NA	Fraction time <= 900mg acceleration	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=90147
90148	ukb24262	Additional exposures > Physical activity measurement > Acceleration intensity distribution	1010	Fraction acceleration <= 1000 milli-gravities	103687	103687	Accruing	Continuous	Fraction	Data	Derived	Unisex	1	1	NA	Fraction time <= 1000mg acceleration	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=90148
90149	ukb24262	Additional exposures > Physical activity measurement > Acceleration intensity distribution	1010	Fraction acceleration <= 1100 milli-gravities	103687	103687	Accruing	Continuous	Fraction	Data	Derived	Unisex	1	1	NA	Fraction time <= 1100mg acceleration	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=90149
90150	ukb24262	Additional exposures > Physical activity measurement > Acceleration intensity distribution	1010	Fraction acceleration <= 1200 milli-gravities	103687	103687	Accruing	Continuous	Fraction	Data	Derived	Unisex	1	1	NA	Fraction time <= 1200mg acceleration	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=90150
90151	ukb24262	Additional exposures > Physical activity measurement > Acceleration intensity distribution	1010	Fraction acceleration <= 1300 milli-gravities	103687	103687	Accruing	Continuous	Fraction	Data	Derived	Unisex	1	1	NA	Fraction time <= 1300mg acceleration	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=90151
90152	ukb24262	Additional exposures > Physical activity measurement > Acceleration intensity distribution	1010	Fraction acceleration <= 1400 milli-gravities	103687	103687	Accruing	Continuous	Fraction	Data	Derived	Unisex	1	1	NA	Fraction time <= 1400mg acceleration	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=90152
90153	ukb24262	Additional exposures > Physical activity measurement > Acceleration intensity distribution	1010	Fraction acceleration <= 1500 milli-gravities	103687	103687	Accruing	Continuous	Fraction	Data	Derived	Unisex	1	1	NA	Fraction time <= 1500mg acceleration	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=90153
90154	ukb24262	Additional exposures > Physical activity measurement > Acceleration intensity distribution	1010	Fraction acceleration <= 1600 milli-gravities	103687	103687	Accruing	Continuous	Fraction	Data	Derived	Unisex	1	1	NA	Fraction time <= 1600mg acceleration	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=90154
90155	ukb24262	Additional exposures > Physical activity measurement > Acceleration intensity distribution	1010	Fraction acceleration <= 1700 milli-gravities	103687	103687	Accruing	Continuous	Fraction	Data	Derived	Unisex	1	1	NA	Fraction time <= 1700mg acceleration	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=90155
90156	ukb24262	Additional exposures > Physical activity measurement > Acceleration intensity distribution	1010	Fraction acceleration <= 1800 milli-gravities	103687	103687	Accruing	Continuous	Fraction	Data	Derived	Unisex	1	1	NA	Fraction time <= 1800mg acceleration	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=90156
90157	ukb24262	Additional exposures > Physical activity measurement > Acceleration intensity distribution	1010	Fraction acceleration <= 1900 milli-gravities	103687	103687	Accruing	Continuous	Fraction	Data	Derived	Unisex	1	1	NA	Fraction time <= 1900mg acceleration	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=90157
90158	ukb24262	Additional exposures > Physical activity measurement > Acceleration intensity distribution	1010	Fraction acceleration <= 2000 milli-gravities	103687	103687	Accruing	Continuous	Fraction	Data	Derived	Unisex	1	1	NA	Fraction time <= 2000mg acceleration	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=90158
4198	ukb40531	UK Biobank Assessment Centre > Physical measures > Arterial stiffness	100007	Position of the pulse wave peak	207275	233776	Complete	Integer		Data	Auxiliary	Unisex	4	1	NA	position of the peak A digital volume pulse can be considered to be the summation of a direct and a reflected component. The direct component is due to transmission of a pressure wave from the left ventricle to the finger via the most direct route. The reflected component is formed by pressure transmitted from the heart to the lower body where it is reflected back up the aorta and thence to the finger. This field is the time when the peak occurs in the waveform.	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=4198
4199	ukb40531	UK Biobank Assessment Centre > Physical measures > Arterial stiffness	100007	Position of pulse wave notch	207275	233776	Complete	Integer		Data	Auxiliary	Unisex	4	1	NA	position of the notch A digital volume pulse can be considered to be the summation of a direct and a reflected component. The direct component is due to transmission of a pressure wave from the left ventricle to the finger via the most direct route. The reflected component is formed by pressure transmitted from the heart to the lower body where it is reflected back up the aorta and thence to the finger. This is the time when when notch occurs in the waveform.	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=4199
4200	ukb40531	UK Biobank Assessment Centre > Physical measures > Arterial stiffness	100007	Position of the shoulder on the pulse waveform	207275	233776	Complete	Integer		Data	Auxiliary	Unisex	4	1	NA	position of the shoulder on the waveform A digital volume pulse can be considered to be the summation of a direct and a reflected component. The direct component is due to transmission of a pressure wave from the left ventricle to the finger via the most direct route. The reflected component is formed by pressure transmitted from the heart to the lower body where it is reflected back up the aorta and thence to the finger. This field is the time of the shoulder like curve in the waveform.	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=4200
4204	ukb40531	UK Biobank Assessment Centre > Physical measures > Arterial stiffness	100007	Absence of notch position in the pulse waveform	207275	233776	Complete	Categorical single		Data	Auxiliary	Unisex	4	1	12	Has value true if there is no notch position in the waveform	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=4204
4229	ukb40531	UK Biobank Assessment Centre > Physical measures > Hearing test	100049	Triplet played (left)	206772	3486638	Complete	Text		Data	Primary	Unisex	4	15	NA	This is the triplet played in each round of the hearing test (left ear)	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=4229
4230	ukb40531	UK Biobank Assessment Centre > Physical measures > Hearing test	100049	Signal-to-noise-ratio (SNR) of triplet (left)	206772	3486638	Complete	Integer		Data	Primary	Unisex	4	15	NA	This is the signal-to-noise ratio for each round (left ear)	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=4230
4233	ukb40531	UK Biobank Assessment Centre > Physical measures > Hearing test	100049	Mean signal-to-noise ratio (SNR), (left)	206358	3483875	Complete	Continuous		Data	Primary	Unisex	4	15	NA	This is the mean signal-to-noise ratio for rounds 8 onwards (left ear). The triplets played in rounds 1-5 represent the 'hunting phase' where the SNR change is 2 levels (equivalent to 4 dB) harder following a correct response and 2 levels easier following a wrong response, as opposed to a change of 1 level (2 dB) in rounds 8 to 15. Value is stored as -99999 for rounds 1-7.	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=4233
4234	ukb40531	UK Biobank Assessment Centre > Physical measures > Hearing test	100049	Time to press first digit (left)	206358	3483875	Complete	Integer	deciseconds	Data	Auxiliary	Unisex	4	15	NA	This is the time taken to press the first digit on the touchscreen in each round (left ear). This should not be used as a marker of reaction time as participants were not explicitly instructed to complete the test as quickly as possible.	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=4234
4235	ukb40531	UK Biobank Assessment Centre > Physical measures > Hearing test	100049	Time to press last digit (left)	206358	3483875	Complete	Integer	deciseconds	Data	Auxiliary	Unisex	4	15	NA	This is the time taken to press the last digit on the touchscreen in each round (left ear). This should not be used as a marker of reaction time as participants were not explicitly instructed to complete the test as quickly as possible.	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=4235
4236	ukb40531	UK Biobank Assessment Centre > Physical measures > Hearing test	100049	Triplet entered (left)	206358	3483875	Complete	Text		Data	Primary	Unisex	4	15	NA	This is the triplet entered by the participant for each round (left ear).	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=4236
4237	ukb40531	UK Biobank Assessment Centre > Physical measures > Hearing test	100049	Time to press 'next' (left)	206358	3483875	Complete	Integer	deciseconds	Data	Auxiliary	Unisex	4	15	17	This is the time taken to press the 'next' key on the touchscreen in each round since the triplet played (left ear). This should not be used as a marker of reaction time as participants were not explicity instructed to complete the test as quickly we possible.	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=4237
4238	ukb40531	UK Biobank Assessment Centre > Physical measures > Hearing test	100049	Keystroke history (left)	206772	3486638	Complete	Text		Data	Auxiliary	Unisex	4	15	NA	This is the keystroke history for the hearing test (left ear)	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=4238
4239	ukb40531	UK Biobank Assessment Centre > Physical measures > Hearing test	100049	Number of times 'clear' was pressed (left)	206772	3486638	Complete	Integer		Data	Auxiliary	Unisex	4	15	NA	This is the number of times the 'clear' key was pressed to reset the triplet entry during the hearing test for the left ear.	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=4239
4240	ukb40531	UK Biobank Assessment Centre > Physical measures > Hearing test	100049	Triplet played (right)	206850	3487502	Complete	Text		Data	Primary	Unisex	4	15	NA	This is the triplet played in each round of the hearing test (right ear)	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=4240
4241	ukb40531	UK Biobank Assessment Centre > Physical measures > Hearing test	100049	Signal-to-noise-ratio (SNR) of triplet (right)	206850	3487502	Complete	Integer		Data	Primary	Unisex	4	15	NA	This is the signal-to-noise ratio for each round (right ear)	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=4241
4242	ukb40531	UK Biobank Assessment Centre > Physical measures > Hearing test	100049	Triplet entered (right)	206441	3484759	Complete	Text		Data	Primary	Unisex	4	15	NA	This is the triplet entered by the participant for each round (right ear).	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=4242
