"field_name"	"rls"	"Path"	"Category"	"Field"	"Participants"	"Items"	"Stability"	"ValueType"	"Units"	"ItemType"	"Strata"	"Sexed"	"Instances"	"Array"	"Coding"	"Notes"	"Link"	"category"	"field_tag"	"fields_used"
25321	"ukb40531"	"UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton"	134	"Mean L3 in superior corona radiata on FA skeleton (left)"	37519	38935	"Accruing"	"Continuous"	"AU"	"Data"	"Derived"	"Unisex"	2	1	NA	"Mean L3 in superior corona radiata (left) on FA (fractional anisotropy) skeleton (from dMRI data)"	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25321"	"White matter microstructure (TBSS)"	"253212.0.lnr"	"253212.0.lnr"
25323	"ukb40531"	"UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton"	134	"Mean L3 in posterior corona radiata on FA skeleton (left)"	37519	38935	"Accruing"	"Continuous"	"AU"	"Data"	"Derived"	"Unisex"	2	1	NA	"Mean L3 in posterior corona radiata (left) on FA (fractional anisotropy) skeleton (from dMRI data)"	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25323"	"White matter microstructure (TBSS)"	"253232.0.lnr"	"253232.0.lnr"
25325	"ukb40531"	"UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton"	134	"Mean L3 in posterior thalamic radiation on FA skeleton (left)"	37519	38935	"Accruing"	"Continuous"	"AU"	"Data"	"Derived"	"Unisex"	2	1	NA	"Mean L3 in posterior thalamic radiation (left) on FA (fractional anisotropy) skeleton (from dMRI data)"	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25325"	"White matter microstructure (TBSS)"	"253252.0.lnr"	"253252.0.lnr"
25327	"ukb40531"	"UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton"	134	"Mean L3 in sagittal stratum on FA skeleton (left)"	37519	38935	"Accruing"	"Continuous"	"AU"	"Data"	"Derived"	"Unisex"	2	1	NA	"Mean L3 in sagittal stratum (left) on FA (fractional anisotropy) skeleton (from dMRI data)"	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25327"	"White matter microstructure (TBSS)"	"253272.0.lnr"	"253272.0.lnr"
25329	"ukb40531"	"UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton"	134	"Mean L3 in external capsule on FA skeleton (left)"	37519	38935	"Accruing"	"Continuous"	"AU"	"Data"	"Derived"	"Unisex"	2	1	NA	"Mean L3 in external capsule (left) on FA (fractional anisotropy) skeleton (from dMRI data)"	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25329"	"White matter microstructure (TBSS)"	"253292.0.lnr"	"253292.0.lnr"
25331	"ukb40531"	"UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton"	134	"Mean L3 in cingulum cingulate gyrus on FA skeleton (left)"	37519	38935	"Accruing"	"Continuous"	"AU"	"Data"	"Derived"	"Unisex"	2	1	NA	"Mean L3 in cingulum cingulate gyrus (left) on FA (fractional anisotropy) skeleton (from dMRI data)"	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25331"	"White matter microstructure (TBSS)"	"253312.0.lnr"	"253312.0.lnr"
25333	"ukb40531"	"UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton"	134	"Mean L3 in cingulum hippocampus on FA skeleton (left)"	37519	38935	"Accruing"	"Continuous"	"AU"	"Data"	"Derived"	"Unisex"	2	1	NA	"Mean L3 in cingulum hippocampus (left) on FA (fractional anisotropy) skeleton (from dMRI data)"	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25333"	"White matter microstructure (TBSS)"	"253332.0.lnr"	"253332.0.lnr"
25335	"ukb40531"	"UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton"	134	"Mean L3 in fornix cres+stria terminalis on FA skeleton (left)"	37519	38935	"Accruing"	"Continuous"	"AU"	"Data"	"Derived"	"Unisex"	2	1	NA	"Mean L3 in fornix cres+stria terminalis (left) on FA (fractional anisotropy) skeleton (from dMRI data)"	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25335"	"White matter microstructure (TBSS)"	"253352.0.lnr"	"253352.0.lnr"
25337	"ukb40531"	"UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton"	134	"Mean L3 in superior longitudinal fasciculus on FA skeleton (left)"	37519	38935	"Accruing"	"Continuous"	"AU"	"Data"	"Derived"	"Unisex"	2	1	NA	"Mean L3 in superior longitudinal fasciculus (left) on FA (fractional anisotropy) skeleton (from dMRI data)"	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25337"	"White matter microstructure (TBSS)"	"253372.0.lnr"	"253372.0.lnr"
25339	"ukb40531"	"UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton"	134	"Mean L3 in superior fronto-occipital fasciculus on FA skeleton (left)"	37519	38935	"Accruing"	"Continuous"	"AU"	"Data"	"Derived"	"Unisex"	2	1	NA	"Mean L3 in superior fronto-occipital fasciculus (left) on FA (fractional anisotropy) skeleton (from dMRI data)"	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25339"	"White matter microstructure (TBSS)"	"253392.0.lnr"	"253392.0.lnr"
25341	"ukb40531"	"UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton"	134	"Mean L3 in uncinate fasciculus on FA skeleton (left)"	37519	38935	"Accruing"	"Continuous"	"AU"	"Data"	"Derived"	"Unisex"	2	1	NA	"Mean L3 in uncinate fasciculus (left) on FA (fractional anisotropy) skeleton (from dMRI data)"	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25341"	"White matter microstructure (TBSS)"	"253412.0.lnr"	"253412.0.lnr"
25343	"ukb40531"	"UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton"	134	"Mean L3 in tapetum on FA skeleton (left)"	37519	38935	"Accruing"	"Continuous"	"AU"	"Data"	"Derived"	"Unisex"	2	1	NA	"Mean L3 in tapetum (left) on FA (fractional anisotropy) skeleton (from dMRI data)"	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25343"	"White matter microstructure (TBSS)"	"253432.0.lnr"	"253432.0.lnr"
25344	"ukb40531"	"UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton"	134	"Mean ICVF in middle cerebellar peduncle on FA skeleton"	37517	38933	"Accruing"	"Continuous"	"AU"	"Data"	"Derived"	"Unisex"	2	1	NA	"Mean ICVF (intra-cellular volume fraction) in middle cerebellar peduncle on FA (fractional anisotropy) skeleton (from dMRI data)"	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25344"	"White matter microstructure (TBSS)"	"25344"	"25344"
25345	"ukb40531"	"UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton"	134	"Mean ICVF in pontine crossing tract on FA skeleton"	37517	38933	"Accruing"	"Continuous"	"AU"	"Data"	"Derived"	"Unisex"	2	1	NA	"Mean ICVF (intra-cellular volume fraction) in pontine crossing tract on FA (fractional anisotropy) skeleton (from dMRI data)"	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25345"	"White matter microstructure (TBSS)"	"25345"	"25345"
25346	"ukb40531"	"UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton"	134	"Mean ICVF in genu of corpus callosum on FA skeleton"	37517	38933	"Accruing"	"Continuous"	"AU"	"Data"	"Derived"	"Unisex"	2	1	NA	"Mean ICVF (intra-cellular volume fraction) in genu of corpus callosum on FA (fractional anisotropy) skeleton (from dMRI data)"	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25346"	"White matter microstructure (TBSS)"	"25346"	"25346"
25347	"ukb40531"	"UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton"	134	"Mean ICVF in body of corpus callosum on FA skeleton"	37517	38933	"Accruing"	"Continuous"	"AU"	"Data"	"Derived"	"Unisex"	2	1	NA	"Mean ICVF (intra-cellular volume fraction) in body of corpus callosum on FA (fractional anisotropy) skeleton (from dMRI data)"	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25347"	"White matter microstructure (TBSS)"	"25347"	"25347"
25348	"ukb40531"	"UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton"	134	"Mean ICVF in splenium of corpus callosum on FA skeleton"	37517	38933	"Accruing"	"Continuous"	"AU"	"Data"	"Derived"	"Unisex"	2	1	NA	"Mean ICVF (intra-cellular volume fraction) in splenium of corpus callosum on FA (fractional anisotropy) skeleton (from dMRI data)"	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25348"	"White matter microstructure (TBSS)"	"25348"	"25348"
25349	"ukb40531"	"UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton"	134	"Mean ICVF in fornix on FA skeleton"	37517	38933	"Accruing"	"Continuous"	"AU"	"Data"	"Derived"	"Unisex"	2	1	NA	"Mean ICVF (intra-cellular volume fraction) in fornix on FA (fractional anisotropy) skeleton (from dMRI data)"	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25349"	"White matter microstructure (TBSS)"	"25349"	"25349"
25351	"ukb40531"	"UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton"	134	"Mean ICVF in corticospinal tract on FA skeleton (left)"	37517	38933	"Accruing"	"Continuous"	"AU"	"Data"	"Derived"	"Unisex"	2	1	NA	"Mean ICVF (intra-cellular volume fraction) in corticospinal tract (left) on FA (fractional anisotropy) skeleton (from dMRI data)"	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25351"	"White matter microstructure (TBSS)"	"253512.0.lnr"	"253512.0.lnr"
25353	"ukb40531"	"UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton"	134	"Mean ICVF in medial lemniscus on FA skeleton (left)"	37517	38933	"Accruing"	"Continuous"	"AU"	"Data"	"Derived"	"Unisex"	2	1	NA	"Mean ICVF (intra-cellular volume fraction) in medial lemniscus (left) on FA (fractional anisotropy) skeleton (from dMRI data)"	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25353"	"White matter microstructure (TBSS)"	"253532.0.lnr"	"253532.0.lnr"
25355	"ukb40531"	"UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton"	134	"Mean ICVF in inferior cerebellar peduncle on FA skeleton (left)"	37517	38933	"Accruing"	"Continuous"	"AU"	"Data"	"Derived"	"Unisex"	2	1	NA	"Mean ICVF (intra-cellular volume fraction) in inferior cerebellar peduncle (left) on FA (fractional anisotropy) skeleton (from dMRI data)"	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25355"	"White matter microstructure (TBSS)"	"253552.0.lnr"	"253552.0.lnr"
25357	"ukb40531"	"UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton"	134	"Mean ICVF in superior cerebellar peduncle on FA skeleton (left)"	37517	38933	"Accruing"	"Continuous"	"AU"	"Data"	"Derived"	"Unisex"	2	1	NA	"Mean ICVF (intra-cellular volume fraction) in superior cerebellar peduncle (left) on FA (fractional anisotropy) skeleton (from dMRI data)"	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25357"	"White matter microstructure (TBSS)"	"253572.0.lnr"	"253572.0.lnr"
25359	"ukb40531"	"UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton"	134	"Mean ICVF in cerebral peduncle on FA skeleton (left)"	37517	38933	"Accruing"	"Continuous"	"AU"	"Data"	"Derived"	"Unisex"	2	1	NA	"Mean ICVF (intra-cellular volume fraction) in cerebral peduncle (left) on FA (fractional anisotropy) skeleton (from dMRI data)"	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25359"	"White matter microstructure (TBSS)"	"253592.0.lnr"	"253592.0.lnr"
25361	"ukb40531"	"UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton"	134	"Mean ICVF in anterior limb of internal capsule on FA skeleton (left)"	37517	38933	"Accruing"	"Continuous"	"AU"	"Data"	"Derived"	"Unisex"	2	1	NA	"Mean ICVF (intra-cellular volume fraction) in anterior limb of internal capsule (left) on FA (fractional anisotropy) skeleton (from dMRI data)"	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25361"	"White matter microstructure (TBSS)"	"253612.0.lnr"	"253612.0.lnr"
25363	"ukb40531"	"UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton"	134	"Mean ICVF in posterior limb of internal capsule on FA skeleton (left)"	37517	38933	"Accruing"	"Continuous"	"AU"	"Data"	"Derived"	"Unisex"	2	1	NA	"Mean ICVF (intra-cellular volume fraction) in posterior limb of internal capsule (left) on FA (fractional anisotropy) skeleton (from dMRI data)"	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25363"	"White matter microstructure (TBSS)"	"253632.0.lnr"	"253632.0.lnr"
25365	"ukb40531"	"UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton"	134	"Mean ICVF in retrolenticular part of internal capsule on FA skeleton (left)"	37517	38933	"Accruing"	"Continuous"	"AU"	"Data"	"Derived"	"Unisex"	2	1	NA	"Mean ICVF (intra-cellular volume fraction) in retrolenticular part of internal capsule (left) on FA (fractional anisotropy) skeleton (from dMRI data)"	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25365"	"White matter microstructure (TBSS)"	"253652.0.lnr"	"253652.0.lnr"
25367	"ukb40531"	"UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton"	134	"Mean ICVF in anterior corona radiata on FA skeleton (left)"	37517	38933	"Accruing"	"Continuous"	"AU"	"Data"	"Derived"	"Unisex"	2	1	NA	"Mean ICVF (intra-cellular volume fraction) in anterior corona radiata (left) on FA (fractional anisotropy) skeleton (from dMRI data)"	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25367"	"White matter microstructure (TBSS)"	"253672.0.lnr"	"253672.0.lnr"
25369	"ukb40531"	"UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton"	134	"Mean ICVF in superior corona radiata on FA skeleton (left)"	37517	38933	"Accruing"	"Continuous"	"AU"	"Data"	"Derived"	"Unisex"	2	1	NA	"Mean ICVF (intra-cellular volume fraction) in superior corona radiata (left) on FA (fractional anisotropy) skeleton (from dMRI data)"	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25369"	"White matter microstructure (TBSS)"	"253692.0.lnr"	"253692.0.lnr"
25371	"ukb40531"	"UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton"	134	"Mean ICVF in posterior corona radiata on FA skeleton (left)"	37517	38933	"Accruing"	"Continuous"	"AU"	"Data"	"Derived"	"Unisex"	2	1	NA	"Mean ICVF (intra-cellular volume fraction) in posterior corona radiata (left) on FA (fractional anisotropy) skeleton (from dMRI data)"	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25371"	"White matter microstructure (TBSS)"	"253712.0.lnr"	"253712.0.lnr"
25373	"ukb40531"	"UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton"	134	"Mean ICVF in posterior thalamic radiation on FA skeleton (left)"	37517	38933	"Accruing"	"Continuous"	"AU"	"Data"	"Derived"	"Unisex"	2	1	NA	"Mean ICVF (intra-cellular volume fraction) in posterior thalamic radiation (left) on FA (fractional anisotropy) skeleton (from dMRI data)"	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25373"	"White matter microstructure (TBSS)"	"253732.0.lnr"	"253732.0.lnr"
25375	"ukb40531"	"UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton"	134	"Mean ICVF in sagittal stratum on FA skeleton (left)"	37517	38933	"Accruing"	"Continuous"	"AU"	"Data"	"Derived"	"Unisex"	2	1	NA	"Mean ICVF (intra-cellular volume fraction) in sagittal stratum (left) on FA (fractional anisotropy) skeleton (from dMRI data)"	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25375"	"White matter microstructure (TBSS)"	"253752.0.lnr"	"253752.0.lnr"
25377	"ukb40531"	"UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton"	134	"Mean ICVF in external capsule on FA skeleton (left)"	37517	38933	"Accruing"	"Continuous"	"AU"	"Data"	"Derived"	"Unisex"	2	1	NA	"Mean ICVF (intra-cellular volume fraction) in external capsule (left) on FA (fractional anisotropy) skeleton (from dMRI data)"	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25377"	"White matter microstructure (TBSS)"	"253772.0.lnr"	"253772.0.lnr"
25379	"ukb40531"	"UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton"	134	"Mean ICVF in cingulum cingulate gyrus on FA skeleton (left)"	37517	38933	"Accruing"	"Continuous"	"AU"	"Data"	"Derived"	"Unisex"	2	1	NA	"Mean ICVF (intra-cellular volume fraction) in cingulum cingulate gyrus (left) on FA (fractional anisotropy) skeleton (from dMRI data)"	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25379"	"White matter microstructure (TBSS)"	"253792.0.lnr"	"253792.0.lnr"
25381	"ukb40531"	"UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton"	134	"Mean ICVF in cingulum hippocampus on FA skeleton (left)"	37517	38933	"Accruing"	"Continuous"	"AU"	"Data"	"Derived"	"Unisex"	2	1	NA	"Mean ICVF (intra-cellular volume fraction) in cingulum hippocampus (left) on FA (fractional anisotropy) skeleton (from dMRI data)"	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25381"	"White matter microstructure (TBSS)"	"253812.0.lnr"	"253812.0.lnr"
25383	"ukb40531"	"UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton"	134	"Mean ICVF in fornix cres+stria terminalis on FA skeleton (left)"	37517	38933	"Accruing"	"Continuous"	"AU"	"Data"	"Derived"	"Unisex"	2	1	NA	"Mean ICVF (intra-cellular volume fraction) in fornix cres+stria terminalis (left) on FA (fractional anisotropy) skeleton (from dMRI data)"	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25383"	"White matter microstructure (TBSS)"	"253832.0.lnr"	"253832.0.lnr"
25385	"ukb40531"	"UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton"	134	"Mean ICVF in superior longitudinal fasciculus on FA skeleton (left)"	37517	38933	"Accruing"	"Continuous"	"AU"	"Data"	"Derived"	"Unisex"	2	1	NA	"Mean ICVF (intra-cellular volume fraction) in superior longitudinal fasciculus (left) on FA (fractional anisotropy) skeleton (from dMRI data)"	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25385"	"White matter microstructure (TBSS)"	"253852.0.lnr"	"253852.0.lnr"
25387	"ukb40531"	"UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton"	134	"Mean ICVF in superior fronto-occipital fasciculus on FA skeleton (left)"	37517	38933	"Accruing"	"Continuous"	"AU"	"Data"	"Derived"	"Unisex"	2	1	NA	"Mean ICVF (intra-cellular volume fraction) in superior fronto-occipital fasciculus (left) on FA (fractional anisotropy) skeleton (from dMRI data)"	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25387"	"White matter microstructure (TBSS)"	"253872.0.lnr"	"253872.0.lnr"
25389	"ukb40531"	"UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton"	134	"Mean ICVF in uncinate fasciculus on FA skeleton (left)"	37517	38933	"Accruing"	"Continuous"	"AU"	"Data"	"Derived"	"Unisex"	2	1	NA	"Mean ICVF (intra-cellular volume fraction) in uncinate fasciculus (left) on FA (fractional anisotropy) skeleton (from dMRI data)"	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25389"	"White matter microstructure (TBSS)"	"253892.0.lnr"	"253892.0.lnr"
25391	"ukb40531"	"UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton"	134	"Mean ICVF in tapetum on FA skeleton (left)"	37517	38933	"Accruing"	"Continuous"	"AU"	"Data"	"Derived"	"Unisex"	2	1	NA	"Mean ICVF (intra-cellular volume fraction) in tapetum (left) on FA (fractional anisotropy) skeleton (from dMRI data)"	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25391"	"White matter microstructure (TBSS)"	"253912.0.lnr"	"253912.0.lnr"
25392	"ukb40531"	"UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton"	134	"Mean OD in middle cerebellar peduncle on FA skeleton"	37517	38933	"Accruing"	"Continuous"	"AU"	"Data"	"Derived"	"Unisex"	2	1	NA	"Mean OD (orientation dispersion index) in middle cerebellar peduncle on FA (fractional anisotropy) skeleton (from dMRI data)"	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25392"	"White matter microstructure (TBSS)"	"25392"	"25392"
25393	"ukb40531"	"UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton"	134	"Mean OD in pontine crossing tract on FA skeleton"	37517	38933	"Accruing"	"Continuous"	"AU"	"Data"	"Derived"	"Unisex"	2	1	NA	"Mean OD (orientation dispersion index) in pontine crossing tract on FA (fractional anisotropy) skeleton (from dMRI data)"	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25393"	"White matter microstructure (TBSS)"	"25393"	"25393"
25394	"ukb40531"	"UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton"	134	"Mean OD in genu of corpus callosum on FA skeleton"	37517	38933	"Accruing"	"Continuous"	"AU"	"Data"	"Derived"	"Unisex"	2	1	NA	"Mean OD (orientation dispersion index) in genu of corpus callosum on FA (fractional anisotropy) skeleton (from dMRI data)"	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25394"	"White matter microstructure (TBSS)"	"25394"	"25394"
25395	"ukb40531"	"UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton"	134	"Mean OD in body of corpus callosum on FA skeleton"	37517	38933	"Accruing"	"Continuous"	"AU"	"Data"	"Derived"	"Unisex"	2	1	NA	"Mean OD (orientation dispersion index) in body of corpus callosum on FA (fractional anisotropy) skeleton (from dMRI data)"	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25395"	"White matter microstructure (TBSS)"	"25395"	"25395"
25396	"ukb40531"	"UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton"	134	"Mean OD in splenium of corpus callosum on FA skeleton"	37517	38933	"Accruing"	"Continuous"	"AU"	"Data"	"Derived"	"Unisex"	2	1	NA	"Mean OD (orientation dispersion index) in splenium of corpus callosum on FA (fractional anisotropy) skeleton (from dMRI data)"	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25396"	"White matter microstructure (TBSS)"	"25396"	"25396"
25397	"ukb40531"	"UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton"	134	"Mean OD in fornix on FA skeleton"	37517	38933	"Accruing"	"Continuous"	"AU"	"Data"	"Derived"	"Unisex"	2	1	NA	"Mean OD (orientation dispersion index) in fornix on FA (fractional anisotropy) skeleton (from dMRI data)"	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25397"	"White matter microstructure (TBSS)"	"25397"	"25397"
25399	"ukb40531"	"UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton"	134	"Mean OD in corticospinal tract on FA skeleton (left)"	37517	38933	"Accruing"	"Continuous"	"AU"	"Data"	"Derived"	"Unisex"	2	1	NA	"Mean OD (orientation dispersion index) in corticospinal tract (left) on FA (fractional anisotropy) skeleton (from dMRI data)"	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25399"	"White matter microstructure (TBSS)"	"253992.0.lnr"	"253992.0.lnr"
25401	"ukb40531"	"UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton"	134	"Mean OD in medial lemniscus on FA skeleton (left)"	37517	38933	"Accruing"	"Continuous"	"AU"	"Data"	"Derived"	"Unisex"	2	1	NA	"Mean OD (orientation dispersion index) in medial lemniscus (left) on FA (fractional anisotropy) skeleton (from dMRI data)"	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25401"	"White matter microstructure (TBSS)"	"254012.0.lnr"	"254012.0.lnr"
25403	"ukb40531"	"UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton"	134	"Mean OD in inferior cerebellar peduncle on FA skeleton (left)"	37517	38933	"Accruing"	"Continuous"	"AU"	"Data"	"Derived"	"Unisex"	2	1	NA	"Mean OD (orientation dispersion index) in inferior cerebellar peduncle (left) on FA (fractional anisotropy) skeleton (from dMRI data)"	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25403"	"White matter microstructure (TBSS)"	"254032.0.lnr"	"254032.0.lnr"
25405	"ukb40531"	"UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton"	134	"Mean OD in superior cerebellar peduncle on FA skeleton (left)"	37517	38933	"Accruing"	"Continuous"	"AU"	"Data"	"Derived"	"Unisex"	2	1	NA	"Mean OD (orientation dispersion index) in superior cerebellar peduncle (left) on FA (fractional anisotropy) skeleton (from dMRI data)"	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25405"	"White matter microstructure (TBSS)"	"254052.0.lnr"	"254052.0.lnr"
25407	"ukb40531"	"UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton"	134	"Mean OD in cerebral peduncle on FA skeleton (left)"	37517	38933	"Accruing"	"Continuous"	"AU"	"Data"	"Derived"	"Unisex"	2	1	NA	"Mean OD (orientation dispersion index) in cerebral peduncle (left) on FA (fractional anisotropy) skeleton (from dMRI data)"	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25407"	"White matter microstructure (TBSS)"	"254072.0.lnr"	"254072.0.lnr"
25409	"ukb40531"	"UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton"	134	"Mean OD in anterior limb of internal capsule on FA skeleton (left)"	37517	38933	"Accruing"	"Continuous"	"AU"	"Data"	"Derived"	"Unisex"	2	1	NA	"Mean OD (orientation dispersion index) in anterior limb of internal capsule (left) on FA (fractional anisotropy) skeleton (from dMRI data)"	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25409"	"White matter microstructure (TBSS)"	"254092.0.lnr"	"254092.0.lnr"
