"WGT" "FILE" "ID" "PANEL_clean_short" "PANEL_clean" "CHR" "TWAS.Z" "TWAS.P" "COLOC.PP0" "COLOC.PP1" "COLOC.PP2" "COLOC.PP3" "COLOC.PP4" "PANEL" "P0" "P1"
"Brain_Cerebellum/Brain_Cerebellum.ENSG00000136935.9.wgt.RDat" "resources/twas/fusion_data/Brain_Cerebellum/Brain_Cerebellum/Brain_Cerebellum.ENSG00000136935.9.wgt.RDat" "GOLGA1" "GTEx Cerebel..." "GTEx Cerebellum" 9 -5.11427 3.15e-07 0.002 0.017 0.064 0.626 0.291 "Brain_Cerebellum" 127640646 127703378
"Brain_Cerebellum/Brain_Cerebellum.ENSG00000137185.7.wgt.RDat" "resources/twas/fusion_data/Brain_Cerebellum/Brain_Cerebellum/Brain_Cerebellum.ENSG00000137185.7.wgt.RDat" "ZSCAN9" "GTEx Cerebel..." "GTEx Cerebellum" 6 -9.89406 4.42e-23 0 0 0.024 0.014 0.962 "Brain_Cerebellum" 28192664 28201260
"Brain_Cerebellum/Brain_Cerebellum.ENSG00000137288.5.wgt.RDat" "resources/twas/fusion_data/Brain_Cerebellum/Brain_Cerebellum/Brain_Cerebellum.ENSG00000137288.5.wgt.RDat" "UQCC2" "GTEx Cerebel..." "GTEx Cerebellum" 6 -5.465 4.63e-08 0 0.001 0.003 0.008 0.988 "Brain_Cerebellum" 33663126 33679504
"Brain_Cerebellum/Brain_Cerebellum.ENSG00000137312.10.wgt.RDat" "resources/twas/fusion_data/Brain_Cerebellum/Brain_Cerebellum/Brain_Cerebellum.ENSG00000137312.10.wgt.RDat" "FLOT1" "GTEx Cerebel..." "GTEx Cerebellum" 6 -6.732 1.67e-11 0 0 0.017 0 0.983 "Brain_Cerebellum" 30695486 30710510
"Brain_Cerebellum/Brain_Cerebellum.ENSG00000138078.11.wgt.RDat" "resources/twas/fusion_data/Brain_Cerebellum/Brain_Cerebellum/Brain_Cerebellum.ENSG00000138078.11.wgt.RDat" "PREPL" "GTEx Cerebel..." "GTEx Cerebellum" 2 5.19079 2.09e-07 0.001 0.001 0.474 0.481 0.043 "Brain_Cerebellum" 44543420 44589001
"Brain_Cerebellum/Brain_Cerebellum.ENSG00000138111.10.wgt.RDat" "resources/twas/fusion_data/Brain_Cerebellum/Brain_Cerebellum/Brain_Cerebellum.ENSG00000138111.10.wgt.RDat" "TMEM180" "GTEx Cerebel..." "GTEx Cerebellum" 10 -4.8517 1.22e-06 0 0 0 0.993 0.007 "Brain_Cerebellum" 104221149 104236802
"Brain_Cerebellum/Brain_Cerebellum.ENSG00000139428.7.wgt.RDat" "resources/twas/fusion_data/Brain_Cerebellum/Brain_Cerebellum/Brain_Cerebellum.ENSG00000139428.7.wgt.RDat" "MMAB" "GTEx Cerebel..." "GTEx Cerebellum" 12 -4.998 5.79e-07 0 0.001 0.004 0.832 0.163 "Brain_Cerebellum" 109991542 110011679
"Brain_Cerebellum/Brain_Cerebellum.ENSG00000139433.5.wgt.RDat" "resources/twas/fusion_data/Brain_Cerebellum/Brain_Cerebellum/Brain_Cerebellum.ENSG00000139433.5.wgt.RDat" "GLTP" "GTEx Cerebel..." "GTEx Cerebellum" 12 -4.93017 8.22e-07 0 0.001 0.006 0.956 0.037 "Brain_Cerebellum" 110288748 110318293
"Brain_Cerebellum/Brain_Cerebellum.ENSG00000141452.5.wgt.RDat" "resources/twas/fusion_data/Brain_Cerebellum/Brain_Cerebellum/Brain_Cerebellum.ENSG00000141452.5.wgt.RDat" "C18orf8" "GTEx Cerebel..." "GTEx Cerebellum" 18 6.1292 8.83e-10 0 0 0 0.022 0.978 "Brain_Cerebellum" 21083473 21110576
"Brain_Cerebellum/Brain_Cerebellum.ENSG00000141458.8.wgt.RDat" "resources/twas/fusion_data/Brain_Cerebellum/Brain_Cerebellum/Brain_Cerebellum.ENSG00000141458.8.wgt.RDat" "NPC1" "GTEx Cerebel..." "GTEx Cerebellum" 18 6.0689 1.29e-09 0 0 0.001 0.041 0.958 "Brain_Cerebellum" 21086148 21166862
"Brain_Cerebellum/Brain_Cerebellum.ENSG00000143801.12.wgt.RDat" "resources/twas/fusion_data/Brain_Cerebellum/Brain_Cerebellum/Brain_Cerebellum.ENSG00000143801.12.wgt.RDat" "PSEN2" "GTEx Cerebel..." "GTEx Cerebellum" 1 6.164767 7.06e-10 0 0 0.733 0.146 0.122 "Brain_Cerebellum" 227057885 227083806
"Brain_Cerebellum/Brain_Cerebellum.ENSG00000144567.6.wgt.RDat" "resources/twas/fusion_data/Brain_Cerebellum/Brain_Cerebellum/Brain_Cerebellum.ENSG00000144567.6.wgt.RDat" "FAM134A" "GTEx Cerebel..." "GTEx Cerebellum" 2 -5.19767 2.02e-07 0 0.282 0 0.028 0.691 "Brain_Cerebellum" 220041054 220050201
"Brain_Cerebellum/Brain_Cerebellum.ENSG00000145020.10.wgt.RDat" "resources/twas/fusion_data/Brain_Cerebellum/Brain_Cerebellum/Brain_Cerebellum.ENSG00000145020.10.wgt.RDat" "AMT" "GTEx Cerebel..." "GTEx Cerebellum" 3 -8.88341 6.48e-19 0 0 0 0.472 0.528 "Brain_Cerebellum" 49454211 49460186
"Brain_Cerebellum/Brain_Cerebellum.ENSG00000145388.10.wgt.RDat" "resources/twas/fusion_data/Brain_Cerebellum/Brain_Cerebellum/Brain_Cerebellum.ENSG00000145388.10.wgt.RDat" "METTL14" "GTEx Cerebel..." "GTEx Cerebellum" 4 -5.296 1.18e-07 0.018 0.001 0.582 0.026 0.373 "Brain_Cerebellum" 119606523 119636588
"Brain_Cerebellum/Brain_Cerebellum.ENSG00000146007.6.wgt.RDat" "resources/twas/fusion_data/Brain_Cerebellum/Brain_Cerebellum/Brain_Cerebellum.ENSG00000146007.6.wgt.RDat" "ZMAT2" "GTEx Cerebel..." "GTEx Cerebellum" 5 -6.2909 3.16e-10 0 0 0.093 0.168 0.739 "Brain_Cerebellum" 140079919 140086248
"Brain_Cerebellum/Brain_Cerebellum.ENSG00000147535.12.wgt.RDat" "resources/twas/fusion_data/Brain_Cerebellum/Brain_Cerebellum/Brain_Cerebellum.ENSG00000147535.12.wgt.RDat" "PPAPDC1B" "GTEx Cerebel..." "GTEx Cerebellum" 8 -5.196 2.04e-07 0.001 0.002 0.018 0.075 0.904 "Brain_Cerebellum" 38120648 38126761
"Brain_Cerebellum/Brain_Cerebellum.ENSG00000149295.9.wgt.RDat" "resources/twas/fusion_data/Brain_Cerebellum/Brain_Cerebellum/Brain_Cerebellum.ENSG00000149295.9.wgt.RDat" "DRD2" "GTEx Cerebel..." "GTEx Cerebellum" 11 -8.46738 2.51e-17 0 0 0.87 0.062 0.069 "Brain_Cerebellum" 113280318 113346111
"Brain_Cerebellum/Brain_Cerebellum.ENSG00000149485.12.wgt.RDat" "resources/twas/fusion_data/Brain_Cerebellum/Brain_Cerebellum/Brain_Cerebellum.ENSG00000149485.12.wgt.RDat" "FADS1" "GTEx Cerebel..." "GTEx Cerebellum" 11 -9.2211 2.94e-20 0 0 0 0.033 0.967 "Brain_Cerebellum" 61567099 61596790
"Brain_Cerebellum/Brain_Cerebellum.ENSG00000152219.4.wgt.RDat" "resources/twas/fusion_data/Brain_Cerebellum/Brain_Cerebellum/Brain_Cerebellum.ENSG00000152219.4.wgt.RDat" "ARL14EP" "GTEx Cerebel..." "GTEx Cerebellum" 11 -5.6374 1.73e-08 0 0.001 0 0.425 0.574 "Brain_Cerebellum" 30344598 30359774
"Brain_Cerebellum/Brain_Cerebellum.ENSG00000156603.10.wgt.RDat" "resources/twas/fusion_data/Brain_Cerebellum/Brain_Cerebellum/Brain_Cerebellum.ENSG00000156603.10.wgt.RDat" "MED19" "GTEx Cerebel..." "GTEx Cerebellum" 11 -5.61481 1.97e-08 0 0 0.092 0.372 0.536 "Brain_Cerebellum" 57471186 57479681
"Brain_Cerebellum/Brain_Cerebellum.ENSG00000157837.11.wgt.RDat" "resources/twas/fusion_data/Brain_Cerebellum/Brain_Cerebellum/Brain_Cerebellum.ENSG00000157837.11.wgt.RDat" "SPPL3" "GTEx Cerebel..." "GTEx Cerebellum" 12 -4.9064 9.28e-07 0 0 0 0.018 0.982 "Brain_Cerebellum" 121200313 121342174
"Brain_Cerebellum/Brain_Cerebellum.ENSG00000163938.12.wgt.RDat" "resources/twas/fusion_data/Brain_Cerebellum/Brain_Cerebellum/Brain_Cerebellum.ENSG00000163938.12.wgt.RDat" "GNL3" "GTEx Cerebel..." "GTEx Cerebellum" 3 6.9114 4.8e-12 0 0 0 0.269 0.731 "Brain_Cerebellum" 52715172 52728504
"Brain_Cerebellum/Brain_Cerebellum.ENSG00000164068.11.wgt.RDat" "resources/twas/fusion_data/Brain_Cerebellum/Brain_Cerebellum/Brain_Cerebellum.ENSG00000164068.11.wgt.RDat" "RNF123" "GTEx Cerebel..." "GTEx Cerebellum" 3 5.429 5.67e-08 0 0 0 1 0 "Brain_Cerebellum" 49726935 49753910
"Brain_Cerebellum/Brain_Cerebellum.ENSG00000164088.13.wgt.RDat" "resources/twas/fusion_data/Brain_Cerebellum/Brain_Cerebellum/Brain_Cerebellum.ENSG00000164088.13.wgt.RDat" "PPM1M" "GTEx Cerebel..." "GTEx Cerebellum" 3 6.07654 1.23e-09 0 0 0 0.858 0.141 "Brain_Cerebellum" 52279841 52284613
"Brain_Cerebellum/Brain_Cerebellum.ENSG00000165379.9.wgt.RDat" "resources/twas/fusion_data/Brain_Cerebellum/Brain_Cerebellum/Brain_Cerebellum.ENSG00000165379.9.wgt.RDat" "LRFN5" "GTEx Cerebel..." "GTEx Cerebellum" 14 7.7166 1.2e-14 0 0 0.001 0.083 0.917 "Brain_Cerebellum" 42076773 42373752
"Brain_Cerebellum/Brain_Cerebellum.ENSG00000166165.8.wgt.RDat" "resources/twas/fusion_data/Brain_Cerebellum/Brain_Cerebellum/Brain_Cerebellum.ENSG00000166165.8.wgt.RDat" "CKB" "GTEx Cerebel..." "GTEx Cerebellum" 14 -10.7935 3.69e-27 0 0 0.611 0.05 0.339 "Brain_Cerebellum" 103985996 103989448
"Brain_Cerebellum/Brain_Cerebellum.ENSG00000166682.6.wgt.RDat" "resources/twas/fusion_data/Brain_Cerebellum/Brain_Cerebellum/Brain_Cerebellum.ENSG00000166682.6.wgt.RDat" "TMPRSS5" "GTEx Cerebel..." "GTEx Cerebellum" 11 -5.43458 5.49e-08 0 0 0.036 0.961 0.002 "Brain_Cerebellum" 113558272 113577095
"Brain_Cerebellum/Brain_Cerebellum.ENSG00000166896.3.wgt.RDat" "resources/twas/fusion_data/Brain_Cerebellum/Brain_Cerebellum/Brain_Cerebellum.ENSG00000166896.3.wgt.RDat" "XRCC6BP1" "GTEx Cerebel..." "GTEx Cerebellum" 12 5.574 2.49e-08 0 0 0 0.257 0.743 "Brain_Cerebellum" 58335324 58351052
"Brain_Cerebellum/Brain_Cerebellum.ENSG00000167004.8.wgt.RDat" "resources/twas/fusion_data/Brain_Cerebellum/Brain_Cerebellum/Brain_Cerebellum.ENSG00000167004.8.wgt.RDat" "PDIA3" "GTEx Cerebel..." "GTEx Cerebellum" 15 4.875 1.09e-06 0.064 0.002 0.805 0.021 0.108 "Brain_Cerebellum" 44038590 44065477
"Brain_Cerebellum/Brain_Cerebellum.ENSG00000168237.13.wgt.RDat" "resources/twas/fusion_data/Brain_Cerebellum/Brain_Cerebellum/Brain_Cerebellum.ENSG00000168237.13.wgt.RDat" "GLYCTK" "GTEx Cerebel..." "GTEx Cerebellum" 3 6.736 1.63e-11 0 0 0.028 0.35 0.622 "Brain_Cerebellum" 52321105 52329272
"Brain_Cerebellum/Brain_Cerebellum.ENSG00000169738.3.wgt.RDat" "resources/twas/fusion_data/Brain_Cerebellum/Brain_Cerebellum/Brain_Cerebellum.ENSG00000169738.3.wgt.RDat" "DCXR" "GTEx Cerebel..." "GTEx Cerebellum" 17 5.16 2.47e-07 0 0.003 0 0 0.996 "Brain_Cerebellum" 79993012 79995608
"Brain_Cerebellum/Brain_Cerebellum.ENSG00000170445.8.wgt.RDat" "resources/twas/fusion_data/Brain_Cerebellum/Brain_Cerebellum/Brain_Cerebellum.ENSG00000170445.8.wgt.RDat" "HARS" "GTEx Cerebel..." "GTEx Cerebellum" 5 6.348 2.18e-10 0 0 0.315 0.453 0.232 "Brain_Cerebellum" 140053710 140071609
"Brain_Cerebellum/Brain_Cerebellum.ENSG00000171634.12.wgt.RDat" "resources/twas/fusion_data/Brain_Cerebellum/Brain_Cerebellum/Brain_Cerebellum.ENSG00000171634.12.wgt.RDat" "BPTF" "GTEx Cerebel..." "GTEx Cerebellum" 17 -5.355 8.56e-08 0 0 0.431 0.548 0.022 "Brain_Cerebellum" 65821640 65980494
"Brain_Cerebellum/Brain_Cerebellum.ENSG00000172260.9.wgt.RDat" "resources/twas/fusion_data/Brain_Cerebellum/Brain_Cerebellum/Brain_Cerebellum.ENSG00000172260.9.wgt.RDat" "NEGR1" "GTEx Cerebel..." "GTEx Cerebellum" 1 5.488615 4.05e-08 0 0 0.758 0.076 0.166 "Brain_Cerebellum" 71861623 72748417
"Brain_Cerebellum/Brain_Cerebellum.ENSG00000173531.11.wgt.RDat" "resources/twas/fusion_data/Brain_Cerebellum/Brain_Cerebellum/Brain_Cerebellum.ENSG00000173531.11.wgt.RDat" "MST1" "GTEx Cerebel..." "GTEx Cerebellum" 3 -5.67609 1.38e-08 0 0 0.32 0.503 0.178 "Brain_Cerebellum" 49721397 49726931
"Brain_Cerebellum/Brain_Cerebellum.ENSG00000173611.13.wgt.RDat" "resources/twas/fusion_data/Brain_Cerebellum/Brain_Cerebellum/Brain_Cerebellum.ENSG00000173611.13.wgt.RDat" "SCAI" "GTEx Cerebel..." "GTEx Cerebellum" 9 4.87919 1.07e-06 0.012 0.005 0.425 0.185 0.373 "Brain_Cerebellum" 127704887 127905775
"Brain_Cerebellum/Brain_Cerebellum.ENSG00000174891.8.wgt.RDat" "resources/twas/fusion_data/Brain_Cerebellum/Brain_Cerebellum/Brain_Cerebellum.ENSG00000174891.8.wgt.RDat" "RSRC1" "GTEx Cerebel..." "GTEx Cerebellum" 3 4.865 1.14e-06 0 0 0.634 0.336 0.03 "Brain_Cerebellum" 157825578 158263519
"Brain_Cerebellum/Brain_Cerebellum.ENSG00000177352.9.wgt.RDat" "resources/twas/fusion_data/Brain_Cerebellum/Brain_Cerebellum/Brain_Cerebellum.ENSG00000177352.9.wgt.RDat" "CCDC71" "GTEx Cerebel..." "GTEx Cerebellum" 3 4.92689 8.36e-07 0 0 0 0.941 0.059 "Brain_Cerebellum" 49199968 49203754
"Brain_Cerebellum/Brain_Cerebellum.ENSG00000177683.9.wgt.RDat" "resources/twas/fusion_data/Brain_Cerebellum/Brain_Cerebellum/Brain_Cerebellum.ENSG00000177683.9.wgt.RDat" "THAP5" "GTEx Cerebel..." "GTEx Cerebellum" 7 -6.472 9.67e-11 0 0 0 0.003 0.997 "Brain_Cerebellum" 108194987 108209897
"Brain_Cerebellum/Brain_Cerebellum.ENSG00000178149.12.wgt.RDat" "resources/twas/fusion_data/Brain_Cerebellum/Brain_Cerebellum/Brain_Cerebellum.ENSG00000178149.12.wgt.RDat" "DALRD3" "GTEx Cerebel..." "GTEx Cerebellum" 3 -8.29443 1.09e-16 0 0 0.003 0.281 0.717 "Brain_Cerebellum" 49053387 49059726
"Brain_Cerebellum/Brain_Cerebellum.ENSG00000178252.13.wgt.RDat" "resources/twas/fusion_data/Brain_Cerebellum/Brain_Cerebellum/Brain_Cerebellum.ENSG00000178252.13.wgt.RDat" "WDR6" "GTEx Cerebel..." "GTEx Cerebellum" 3 6.628 3.4e-11 0 0 0 1 0 "Brain_Cerebellum" 49044588 49053236
"Brain_Cerebellum/Brain_Cerebellum.ENSG00000178467.13.wgt.RDat" "resources/twas/fusion_data/Brain_Cerebellum/Brain_Cerebellum/Brain_Cerebellum.ENSG00000178467.13.wgt.RDat" "P4HTM" "GTEx Cerebel..." "GTEx Cerebellum" 3 -6.211 5.26e-10 0 0 0.032 0.967 0.002 "Brain_Cerebellum" 49027422 49044494
"Brain_Cerebellum/Brain_Cerebellum.ENSG00000178715.7.wgt.RDat" "resources/twas/fusion_data/Brain_Cerebellum/Brain_Cerebellum/Brain_Cerebellum.ENSG00000178715.7.wgt.RDat" "RP11-169K16.8" "GTEx Cerebel..." "GTEx Cerebellum" 1 5.28 1.29e-07 0.015 0.001 0.672 0.032 0.281 "Brain_Cerebellum" 16154724 16155167
"Brain_Cerebellum/Brain_Cerebellum.ENSG00000182600.5.wgt.RDat" "resources/twas/fusion_data/Brain_Cerebellum/Brain_Cerebellum/Brain_Cerebellum.ENSG00000182600.5.wgt.RDat" "C2orf82" "GTEx Cerebel..." "GTEx Cerebellum" 2 -6.09319 1.11e-09 0 0 0 0.918 0.082 "Brain_Cerebellum" 233733724 233743395
"Brain_Cerebellum/Brain_Cerebellum.ENSG00000182952.4.wgt.RDat" "resources/twas/fusion_data/Brain_Cerebellum/Brain_Cerebellum/Brain_Cerebellum.ENSG00000182952.4.wgt.RDat" "HMGN4" "GTEx Cerebel..." "GTEx Cerebellum" 6 5.907 3.48e-09 0 0 0.918 0.039 0.043 "Brain_Cerebellum" 26538633 26546482
"Brain_Cerebellum/Brain_Cerebellum.ENSG00000183066.10.wgt.RDat" "resources/twas/fusion_data/Brain_Cerebellum/Brain_Cerebellum/Brain_Cerebellum.ENSG00000183066.10.wgt.RDat" "WBP2NL" "GTEx Cerebel..." "GTEx Cerebellum" 22 4.86576 1.14e-06 0 0.006 0.029 0.642 0.322 "Brain_Cerebellum" 42394729 42454357
"Brain_Cerebellum/Brain_Cerebellum.ENSG00000183317.12.wgt.RDat" "resources/twas/fusion_data/Brain_Cerebellum/Brain_Cerebellum/Brain_Cerebellum.ENSG00000183317.12.wgt.RDat" "EPHA10" "GTEx Cerebel..." "GTEx Cerebellum" 1 -4.932382 8.12e-07 0.005 0.002 0.279 0.096 0.618 "Brain_Cerebellum" 38179552 38230805
"Brain_Cerebellum/Brain_Cerebellum.ENSG00000185614.4.wgt.RDat" "resources/twas/fusion_data/Brain_Cerebellum/Brain_Cerebellum/Brain_Cerebellum.ENSG00000185614.4.wgt.RDat" "FAM212A" "GTEx Cerebel..." "GTEx Cerebellum" 3 5.674 1.4e-08 0 0 0 1 0 "Brain_Cerebellum" 49840687 49842463
"Brain_Cerebellum/Brain_Cerebellum.ENSG00000186470.9.wgt.RDat" "resources/twas/fusion_data/Brain_Cerebellum/Brain_Cerebellum/Brain_Cerebellum.ENSG00000186470.9.wgt.RDat" "BTN3A2" "GTEx Cerebel..." "GTEx Cerebellum" 6 6.95871 3.43e-12 0 0 0 0.885 0.115 "Brain_Cerebellum" 26365387 26378546
"Brain_Cerebellum/Brain_Cerebellum.ENSG00000196275.9.wgt.RDat" "resources/twas/fusion_data/Brain_Cerebellum/Brain_Cerebellum/Brain_Cerebellum.ENSG00000196275.9.wgt.RDat" "GTF2IRD2" "GTEx Cerebel..." "GTEx Cerebellum" 7 5.285 1.26e-07 0.034 0.001 0.623 0.012 0.33 "Brain_Cerebellum" 74210483 74267847
"Brain_Cerebellum/Brain_Cerebellum.ENSG00000196968.6.wgt.RDat" "resources/twas/fusion_data/Brain_Cerebellum/Brain_Cerebellum/Brain_Cerebellum.ENSG00000196968.6.wgt.RDat" "FUT11" "GTEx Cerebel..." "GTEx Cerebellum" 10 5.013 5.36e-07 0.018 0.006 0.048 0.015 0.912 "Brain_Cerebellum" 75532379 75540009
"Brain_Cerebellum/Brain_Cerebellum.ENSG00000197062.7.wgt.RDat" "resources/twas/fusion_data/Brain_Cerebellum/Brain_Cerebellum/Brain_Cerebellum.ENSG00000197062.7.wgt.RDat" "RP5-874C20.3" "GTEx Cerebel..." "GTEx Cerebellum" 6 5.43841 5.38e-08 0 0 0 1 0 "Brain_Cerebellum" 28234788 28245974
"Brain_Cerebellum/Brain_Cerebellum.ENSG00000198218.6.wgt.RDat" "resources/twas/fusion_data/Brain_Cerebellum/Brain_Cerebellum/Brain_Cerebellum.ENSG00000198218.6.wgt.RDat" "QRICH1" "GTEx Cerebel..." "GTEx Cerebellum" 3 7.19588 6.21e-13 0 0 0.009 0.865 0.125 "Brain_Cerebellum" 49067140 49131796
"Brain_Cerebellum/Brain_Cerebellum.ENSG00000198315.6.wgt.RDat" "resources/twas/fusion_data/Brain_Cerebellum/Brain_Cerebellum/Brain_Cerebellum.ENSG00000198315.6.wgt.RDat" "ZKSCAN8" "GTEx Cerebel..." "GTEx Cerebellum" 6 8.351 6.77e-17 0 0 0.848 0.112 0.04 "Brain_Cerebellum" 28109688 28127250
"Brain_Cerebellum/Brain_Cerebellum.ENSG00000198836.4.wgt.RDat" "resources/twas/fusion_data/Brain_Cerebellum/Brain_Cerebellum/Brain_Cerebellum.ENSG00000198836.4.wgt.RDat" "OPA1" "GTEx Cerebel..." "GTEx Cerebellum" 3 -6.075 1.24e-09 0 0 0.423 0.051 0.526 "Brain_Cerebellum" 193310933 193415612
"Brain_Cerebellum/Brain_Cerebellum.ENSG00000203727.3.wgt.RDat" "resources/twas/fusion_data/Brain_Cerebellum/Brain_Cerebellum/Brain_Cerebellum.ENSG00000203727.3.wgt.RDat" "SAMD5" "GTEx Cerebel..." "GTEx Cerebellum" 6 -5.578 2.43e-08 0 0 0.007 0.441 0.551 "Brain_Cerebellum" 147830063 147891157
"Brain_Cerebellum/Brain_Cerebellum.ENSG00000203896.5.wgt.RDat" "resources/twas/fusion_data/Brain_Cerebellum/Brain_Cerebellum/Brain_Cerebellum.ENSG00000203896.5.wgt.RDat" "LIME1" "GTEx Cerebel..." "GTEx Cerebellum" 20 4.8463 1.26e-06 0.005 0.031 0.114 0.717 0.134 "Brain_Cerebellum" 62367635 62370456
"Brain_Cerebellum/Brain_Cerebellum.ENSG00000204228.3.wgt.RDat" "resources/twas/fusion_data/Brain_Cerebellum/Brain_Cerebellum/Brain_Cerebellum.ENSG00000204228.3.wgt.RDat" "HSD17B8" "GTEx Cerebel..." "GTEx Cerebellum" 6 -5.963 2.48e-09 0 0 0 0.003 0.996 "Brain_Cerebellum" 33172419 33174608
"Brain_Cerebellum/Brain_Cerebellum.ENSG00000204257.10.wgt.RDat" "resources/twas/fusion_data/Brain_Cerebellum/Brain_Cerebellum/Brain_Cerebellum.ENSG00000204257.10.wgt.RDat" "HLA-DMA" "GTEx Cerebel..." "GTEx Cerebellum" 6 -5.1385 2.77e-07 0.001 0.007 0.096 0.769 0.128 "Brain_Cerebellum" 32916390 32936871
"Brain_Cerebellum/Brain_Cerebellum.ENSG00000204789.3.wgt.RDat" "resources/twas/fusion_data/Brain_Cerebellum/Brain_Cerebellum/Brain_Cerebellum.ENSG00000204789.3.wgt.RDat" "ZNF204P" "GTEx Cerebel..." "GTEx Cerebellum" 6 -5.42764 5.71e-08 0 0 0.005 0.991 0.004 "Brain_Cerebellum" 27325604 27339304
"Brain_Cerebellum/Brain_Cerebellum.ENSG00000204962.4.wgt.RDat" "resources/twas/fusion_data/Brain_Cerebellum/Brain_Cerebellum/Brain_Cerebellum.ENSG00000204962.4.wgt.RDat" "PCDHA8" "GTEx Cerebel..." "GTEx Cerebellum" 5 -6.687 2.28e-11 0 0 0.705 0.238 0.057 "Brain_Cerebellum" 140220907 140223351
"Brain_Cerebellum/Brain_Cerebellum.ENSG00000204969.5.wgt.RDat" "resources/twas/fusion_data/Brain_Cerebellum/Brain_Cerebellum/Brain_Cerebellum.ENSG00000204969.5.wgt.RDat" "PCDHA2" "GTEx Cerebel..." "GTEx Cerebellum" 5 6.2485 4.14e-10 0 0 0 0.105 0.895 "Brain_Cerebellum" 140174444 140185206
"Brain_Cerebellum/Brain_Cerebellum.ENSG00000213523.5.wgt.RDat" "resources/twas/fusion_data/Brain_Cerebellum/Brain_Cerebellum/Brain_Cerebellum.ENSG00000213523.5.wgt.RDat" "SRA1" "GTEx Cerebel..." "GTEx Cerebellum" 5 4.892 9.98e-07 0 0 0.551 0.423 0.026 "Brain_Cerebellum" 139917175 139937853
"Brain_Cerebellum/Brain_Cerebellum.ENSG00000213672.3.wgt.RDat" "resources/twas/fusion_data/Brain_Cerebellum/Brain_Cerebellum/Brain_Cerebellum.ENSG00000213672.3.wgt.RDat" "NCKIPSD" "GTEx Cerebel..." "GTEx Cerebellum" 3 -5.757 8.56e-09 0 0 0 1 0 "Brain_Cerebellum" 48701364 48723797
"Brain_Cerebellum/Brain_Cerebellum.ENSG00000214820.3.wgt.RDat" "resources/twas/fusion_data/Brain_Cerebellum/Brain_Cerebellum/Brain_Cerebellum.ENSG00000214820.3.wgt.RDat" "MPRIPP1" "GTEx Cerebel..." "GTEx Cerebellum" 3 -6.48441 8.91e-11 0 0 0.499 0.242 0.259 "Brain_Cerebellum" 44621430 44622518
"Brain_Cerebellum/Brain_Cerebellum.ENSG00000215347.3.wgt.RDat" "resources/twas/fusion_data/Brain_Cerebellum/Brain_Cerebellum/Brain_Cerebellum.ENSG00000215347.3.wgt.RDat" "SLC25A5P1" "GTEx Cerebel..." "GTEx Cerebellum" 22 5.92965 3.04e-09 0.004 0 0.44 0.049 0.506 "Brain_Cerebellum" 42397073 42397970
"Brain_Cerebellum/Brain_Cerebellum.ENSG00000215447.3.wgt.RDat" "resources/twas/fusion_data/Brain_Cerebellum/Brain_Cerebellum/Brain_Cerebellum.ENSG00000215447.3.wgt.RDat" "BX322557.10" "GTEx Cerebel..." "GTEx Cerebellum" 21 -5.2205 1.78e-07 0 0 0 0.981 0.019 "Brain_Cerebellum" 46707967 46711653
"Brain_Cerebellum/Brain_Cerebellum.ENSG00000216901.1.wgt.RDat" "resources/twas/fusion_data/Brain_Cerebellum/Brain_Cerebellum/Brain_Cerebellum.ENSG00000216901.1.wgt.RDat" "AL022393.7" "GTEx Cerebel..." "GTEx Cerebellum" 6 -5.61165 2e-08 0 0 0 1 0 "Brain_Cerebellum" 28143966 28144452
"Brain_Cerebellum/Brain_Cerebellum.ENSG00000219392.1.wgt.RDat" "resources/twas/fusion_data/Brain_Cerebellum/Brain_Cerebellum/Brain_Cerebellum.ENSG00000219392.1.wgt.RDat" "RP1-265C24.5" "GTEx Cerebel..." "GTEx Cerebellum" 6 6.55965 5.39e-11 0 0 0 0.995 0.005 "Brain_Cerebellum" 28083406 28084329
"Brain_Cerebellum/Brain_Cerebellum.ENSG00000220848.4.wgt.RDat" "resources/twas/fusion_data/Brain_Cerebellum/Brain_Cerebellum/Brain_Cerebellum.ENSG00000220848.4.wgt.RDat" "RPS18P9" "GTEx Cerebel..." "GTEx Cerebellum" 6 4.8507 1.23e-06 0.112 0.029 0.255 0.066 0.538 "Brain_Cerebellum" 149915220 149915679
"Brain_Cerebellum/Brain_Cerebellum.ENSG00000221968.4.wgt.RDat" "resources/twas/fusion_data/Brain_Cerebellum/Brain_Cerebellum/Brain_Cerebellum.ENSG00000221968.4.wgt.RDat" "FADS3" "GTEx Cerebel..." "GTEx Cerebellum" 11 -9.249 2.27e-20 0 0 0.001 0.003 0.996 "Brain_Cerebellum" 61640991 61659523
"Brain_Cerebellum/Brain_Cerebellum.ENSG00000221995.4.wgt.RDat" "resources/twas/fusion_data/Brain_Cerebellum/Brain_Cerebellum/Brain_Cerebellum.ENSG00000221995.4.wgt.RDat" "TIAF1" "GTEx Cerebel..." "GTEx Cerebellum" 17 -5.113 3.17e-07 0 0.004 0 0.025 0.971 "Brain_Cerebellum" 27401933 27405875
